cleaned_headline,is_satirical,source
"En tête dans les sondages, l'abstention refuse toujours de déclarer sa candidature",1,legorafi
Les journalistes français préfèrent partir immédiatement au Soudan plutôt que de continuer à suivre la présidentielle,1,legorafi
L'optimisation fiscale expliquée à votre enfant,1,legorafi
Polémique après que Cthulhu a visé des journalistes avec un de ses tentacules,1,legorafi
"Pour tenter de contrer Zemmour médiatiquement, Yannick Jadot abat deux éléphants",1,legorafi
"Squid Game : On a toujours pas regardé, et alors ? Qu'est-ce que vous allez faire, hein ?",1,legorafi
"En baisse dans les sondages, Anne Hidalgo propose une alliance à Jacques Cheminade",1,legorafi
"Eh ça fait longtemps qu'on a pas dit du mal des Roms, non?",1,legorafi
Son temps d'écran a triplé depuis qu'elle a accepté les notifications concernant son temps d'écran,1,legorafi
Il adaptait ses convictions politiques en fonction des gens avec qui il dînait,1,legorafi
Internet – Chez moi ça marche,1,legorafi
"Elle surnomme ses amis ""les Parigots"" depuis qu'elle a acheté un appartement à Maisons-Alfort",1,legorafi
Primaire de la gauche – Anne Hidalgo promet de doubler le nombre de promesses électorales,1,legorafi
Himalaya: Une randonneuse trouve l'endroit parfait pour stresser à propos de son travail,1,legorafi
"Pour s'évader de son quotidien, un employé de la Défense met un fond d'écran de la City",1,legorafi
Les salades de chou oubliées au fond du frigo,1,legorafi
"Selon un sondage, 17 Français ne seraient pas encore candidats à l'élection présidentielle",1,legorafi
Fact-check : les multinationales recherchent-elles vraiment le profit ?,1,legorafi
Médiapart révèle qu'Éric Zemmour aurait mangé un tajine au poulet en 2013,1,legorafi
Présidentielle – Un premier sondage place Cthulhu au second tour,1,legorafi
"Insolite – il n'affirme pas avoir été "" l'ami "" de Bernard Tapie",1,legorafi
La tour Total vendue par un trader après une mauvaise manipulation,1,legorafi
"Pour faire parler de lui, Nicolas Dupont-Aignan aurait soudoyé trois passants pour lui jeter des oeufs au visage",1,legorafi
Pandora Papers : Une enquête dévoile que l'argent c'est chouette,1,legorafi
L'Île aux Enfants interdit à son tour son espace aérien aux avions militaires français,1,legorafi
Mozambique : Ah non finalement on ne connaît rien sur ce pays désolé,1,legorafi
Dieu revend la Basilique de Saint-Denis après avoir appris qu'elle était squattée par un prêtre,1,legorafi
20 méthodes de relaxation pour survivre à la présidentielle,1,legorafi
5 lieux de rêve où se reposer après avoir détourné de grosses sommes d'argent,1,legorafi
Emmanuel Macron se retrouve sans-abri après la revente en un clic de l'Elysée,1,legorafi
Neymar déçu que la majorité des Français n'aient pas fait l'effort d'apprendre le portugais,1,legorafi
"S'il est élu, Eric Zemmour propose de faire entrer le maréchal Pétain au Panthéon à la place de Jean Moulin",1,legorafi
Il plaque son île déserte pour vivre son rêve d'habiter en banlieue,1,legorafi
L'homme qui n'a pas regardé le débat Mélenchon / Zemmour,1,legorafi
Le second tour de la primaire écologiste annulé après l'impression de bulletins de vote non recyclables,1,legorafi
Le Covid 19 jaloux de la couverture médiatique accordée à Éric Zemmour,1,legorafi
Crise des sous-marins australiens – Jean-Yves Le Drian décide de jeter tous ses albums de Kylie Minogue,1,legorafi
La France annule à son tour un contrat avec l'Australie de 200.000 tonnes de boomerangs,1,legorafi
Mécontent de ses nouvelles croquettes Jordan Bardella s'en prend au canapé de Marine Le Pen,1,legorafi
Une start-up américaine veut ressusciter les électeurs socialistes,1,legorafi
Bien choisir son sous-marin nucléaire,1,legorafi
Censure médiatique – Pourquoi Gulli refuse toujours de donner la parole à Eric Zemmour,1,legorafi
Les 35 euros d'augmentation du SMIC seront assujettis à l'impôt sur la fortune,1,legorafi
Les meilleures cascades pour réussir dans la vie,1,legorafi
Un couple décide d'avoir un bébé pour se préparer avant d'adopter un chien,1,legorafi
L'agent secret Bob Saint-Clar porté disparu au cours d'une périlleuse dernière mission,1,legorafi
"Éric Zemmour : ""Il y a plus d'étrangers en France qu'à l'étranger""",1,legorafi
Test : votre année scolaire sera-t-elle pleine de succès ou êtes-vous François Bayrou ?,1,legorafi
Bien choisir ses éléments de langage pour stigmatiser les pauvres,1,legorafi
La police découvre 2500 écrans plats au domicile d'une famille qui touchait l'allocation rentrée scolaire,1,legorafi
Yannick Jadot veut remplacer la province par un immense panneau solaire,1,legorafi
Il profite de ses vacances pour découvrir 3 nouvelles régions et 5 défauts de ses amis,1,legorafi
Jean-Michel Blanquer affirme que l'allocation rentrée scolaire sert à alimenter des comptes offshores,1,legorafi
"À quelques heures de la clôture du mercato, le FC Kaboul peine toujours à attirer des joueurs",1,legorafi
Anne Hidalgo demande aux cyclistes de ne pas dépasser les automobilistes pour éviter de les humilier,1,legorafi
Test – Quelle déclaration inexacte de Jean-Michel Blanquer êtes-vous ?,1,legorafi
Avec ou sans patates ?,1,legorafi
Bernard-Henri Levy arrêté alors qu'il tentait de s'enterrer vivant au Panthéon,1,legorafi
Leboncoin : Il achète de la ratatouille et reçoit un iPhone,1,legorafi
Nos conseils pour redécorer son intérieur et ne plus penser à l'Afghanistan,1,legorafi
Test – Êtes-vous un gouvernement taliban inclusif ?,1,legorafi
Afghanistan : la France s'engage solennellement à accueillir 1 réfugié,1,legorafi
"Pour rassurer tout le monde, les talibans promettent de lire le dernier rapport du GIEC",1,legorafi
Présidentielle: Xavier Bertrand plus confiant que jamais après avoir été reconnu au Novotel d'Avignon,1,legorafi
Faut-il la déchéance de nationalité pour ces gens qui n'ont pas d'avis sur Lionel Messi ?,1,legorafi
Malgré la polémique C8 diffusera bien un film affirmant que la Terre est plate,1,legorafi
Le vaccin à base de sang de Didier Raoult efficace à 93% selon une étude réalisée par Didier Raoult,1,legorafi
Lionel Messi refuse finalement le PSG en découvrant le prix de l'immobilier parisien,1,legorafi
Rentrée – Les élèves non-vaccinés seront obligés de porter le cartable de leurs camarades vaccinés,1,legorafi
Le dérèglement climatique en fait-il trop ?,1,legorafi
"JO – Suite à une panne de frein, un cycliste bloqué plus de 24 heures sur la piste du vélodrome de Tokyo",1,legorafi
"Face à la dictature sanitaire, le Gorafi vous offre votre QR CODE EXCLUSIF",1,legorafi
Tokyo 2021 – Un nageur russe disqualifié après la découverte de branchies derrière ses oreilles,1,legorafi
Elle épouse son conseiller du service-client après 18 heures passées en ligne pour la résiliation d'une box internet,1,legorafi
Tokyo 2021 – Tous les athlètes en kayak sur gazon déclarés médaille d'or ex-æquo,1,legorafi
Les députés valident l'obligation du pass sanitaire pour accéder aux manifestations contre le pass sanitaire,1,legorafi
Le fort de Brégançon loué deux semaines au youtubeur Emmanuel Macron,1,legorafi
Spécial Sexo: Des variants chauds dans ta région !,1,legorafi
Jeux Olympiques : Chaos attendu au 100×4 mètres nage libre,1,legorafi
Un employé licencié après avoir été surpris en train d'envoyer des photos coquines à son chatbot RH,1,legorafi
Nos conseils pour aller dans l'espace sans passer pour un connard,1,legorafi
Vladimir Poutine se demande dans quelle poubelle de recyclage il doit jeter ses doses périmées de Novitchok,1,legorafi
Rencontre avec ces gens qui aiment bien Manuel Valls,1,legorafi
Francis Lalanne épuisé après avoir essayé pendant plus d'une heure d'attraper sa queue de cheval,1,legorafi
Les castors lapons sont-ils hermaphrodites?,1,legorafi
Richard Anconina accusé de ne jouer que dans des films avec Richard Anconina,1,legorafi
Clara Luciani confirme qu'elle continuera à faire de la promo tant que vous n'avez pas acheté son album,1,legorafi
Tour de France – Les coureurs autorisés à tirer au LBD pour éloigner la foule,1,legorafi
Faut-il déréguler la polenta ?,1,legorafi
Un misérable et pathétique virus s'avère incapable de créer un variant efficace,1,legorafi
36 morts et 25 blessés graves après que quelqu'un a marché sur le pied de Véronique Rabiot,1,legorafi
L'Iran accuse d'espionnage un homme qui consultait sa page Wikipédia,1,legorafi
7 détergents à éviter au petit déjeuner,1,legorafi
Classement annuel – Les meilleures dimensions où s'installer,1,legorafi
France-Portugal : 70 kilos de blagues sur les maçons et les poils saisies dans les locaux des Grosses-Têtes,1,legorafi
"Europe 1- Nouvelle inquiétude après que Vincent Bolloré a proposé de faire un "" gros méchoui "" avec les restes des journalistes",1,legorafi
Un Parisien tente l'aventure de sa vie en prenant exceptionnellement le bus au lieu du métro,1,legorafi
Vacances – Où partir sans croiser de pauvres,1,legorafi
"Euro 2021 : Après le coca de Ronaldo, Paul Pogba retire des fûts de bière en pleine conférence de presse",1,legorafi
Fin des restrictions COVID – Les Parisiens autorisés à nouveau à lécher les barres de métro,1,legorafi
Les physiciens espèrent une candidature de Cheminade en 2022 pour scruter l'infiniment petit,1,legorafi
"Selon une étude, les gros cons à vélo désormais plus nombreux que ceux en voiture",1,legorafi
La RATP va installer plus d'écrans publicitaires pour aider les témoins d'agression à regarder ailleurs,1,legorafi
Perquisition : où cacher son exemplaire de Mein Kampf ?,1,legorafi
Un élève de CM1 découvre qu'il a 22 ans en regardant au fond d'un verre Duralex,1,legorafi
Elle se rend compte qu'elle est adulte en achetant des pommes et un brocoli,1,legorafi
L'identité secrète de Batman découverte après qu'il a fait assurer la Batmobile sous son vrai nom,1,legorafi
Roland-Garros : POPOPO POPOPO PO POLOLO,1,legorafi
Un interne en médecine reçoit trois doses d'AstraZeneca pour son bizutage de première année,1,legorafi
En soutien à Emmanuel Macron chaque Français invité à se gifler lui-même ce soir à 20:00,1,legorafi
Bac : 3 erreurs à ne pas commettre pour réussir l'épreuve de philosophie,1,legorafi
TF1 rachète les droits de votre vie pour l'adapter en moins bien,1,legorafi
Fin du télétravail – Le gouvernement menace d'envoyer l'armée contre les réfractaires,1,legorafi
"Après le déconfinement et le retour des beaux jours, les Français inquiets de ne plus avoir de raisons de se plaindre",1,legorafi
Les meilleures adresses pour de bonnes gencives de porcs,1,legorafi
Mein Kampf – Que vaut le reboot 2021 ?,1,legorafi
82% des Français favorables à ce que les frères Bogdanoff conservent leur masque après la pandémie,1,legorafi
"Roland-Garros : Jo-Wilfried Tsonga "" perturbé par l'absence de pluie """,1,legorafi
Eric Piolle en garde à vue après la découverte de magazines de centrales nucléaires cachés sous le matelas de son lit,1,legorafi
Incendie : un père de famille brave les flammes pour sauver son écran plasma de 3 ans,1,legorafi
"La police intercepte un "" go fast "" rempli d'idées de gauche",1,legorafi
Les meilleures terrasses pour un resto-basket,1,legorafi
Récréation : un CM1 échange un variant indien contre deux variants brésiliens et 5 variants anglais,1,legorafi
"La réouverture de l'expression "" faire la nouba "" n'est pas d'actualité selon Jean Castex",1,legorafi
"Depuis la crise de la Covid-19, le niveau en maths des élèves a chuté de plus de la moitié, enfin 20 %, enfin un truc comme ça",1,legorafi
France – Exceptionnelle découverte dans une grotte des restes d'électeurs du PS,1,legorafi
Thomas Pesquet publie un formidable cliché de vous aux toilettes depuis l'espace,1,legorafi
Lyon – Une enquête indépendante révèle qu'aucun animal n'a en fait traversé la rue,1,legorafi
Lyon – Chat qui traverse la rue : il s'agissait d'un chien,1,legorafi
Lyon – Un chat a traversé la rue,1,legorafi
Bitcoin – Les conseils de votre cousin,1,legorafi
Bien vomir à l'arrière,1,legorafi
Fallait-il commémorer Dark Vador ?,1,legorafi
"Emmanuel Macron : "" Les classes fermeront au premier cas avéré de gauchisme """,1,legorafi
"Pour faire face à la concurrence des bars, le Musée du Louvre installera une tireuse à bières devant la Joconde",1,legorafi
Le Qatar déprogramme son spectacle de combat à mort d'ouvriers lors de la cérémonie d'ouverture de la coupe du monde 2022,1,legorafi
100 pages de tribunes de militaires bien réacs,1,legorafi
Jean Castex confirme la réouverture des restaurants à la mi-mai de 20h à 22h les soirs de pleine lune,1,legorafi
Le MEDEF soupçonné d'organiser depuis des années des réunions non-mixtes entre riches,1,legorafi
Fabriquer chez soi un variant de qualité,1,legorafi
Jean-Pierre Bacri heureux d'être mort pour ne pas être forcé de se faire vacciner à l'AstraZeneca devant des caméras,1,legorafi
Les connards annoncent la création d'une Super League de connards,1,legorafi
Russie : Navalny condamné à 5 ans supplémentaires de camp pour avoir donné une mauvaise image des conditions de détention des camps,1,legorafi
Christophe Leroy : ses meilleurs cafés gourmands à moins de 200€,1,legorafi
8 idées pour dépenser les 4€ d'intérêt gagnés sur votre livret A en 2020,1,legorafi
Hôpitaux : le gouvernement débloque en urgence 5000 éléments de langage pour pallier l'absence de lits,1,legorafi
"Après un week-end de trois jours avec ses neveux, il prend rendez-vous pour une vasectomie",1,legorafi
5 avions en papier à faire avec la nouvelle attestation,1,legorafi
Un couple ambitieux envoie des faire-part pour son mariage en juin 2024,1,legorafi
Il a profité du confinement pour lire l'arrière de toutes ses boîtes de céréales,1,legorafi
Le gouvernement pourrait prendre de nouvelles mesures en cas de … oh et puis merde on s'en tape y'en a marre,1,legorafi
5 vaccinodromes où partir cet été,1,legorafi
Philippe Poutou surpris samedi soir dans un Flunch clandestin avec trois membres du NPA,1,legorafi
Le gouvernement reconnaît avoir organisé plusieurs Conseils des ministres clandestins pendant la pandémie,1,legorafi
Ces réunions non-mixtes qui interdisent les chiffres romains,1,legorafi
"Le Gorafi, bientôt 10 ans, et encore quelques dents",1,legorafi
"Pour attirer l'attention des pouvoirs publics, les chômeurs annoncent à leur tour organiser des réunions non-mixtes",1,legorafi
Les réunions non-mixtes seraient à l'origine de la disparition des dinosaures,1,legorafi
Spécial NFT : Devenez propriétaire de cette couverture totalement vide,1,legorafi
"Pour désengorger les services de réanimation, le gouvernement passe commande de 2000 tapis de sol",1,legorafi
Le gouvernement regrette le manque de solidarité des malades de la Covid-19 qui s'obstinent à mourir,1,legorafi
Il ne porte pas de préservatif mais garde ses chaussettes,1,legorafi
Un bureau de poste célèbre sa première demi-étoile d'avis positif sur Google,1,legorafi
L'homme qui affirmait avoir compris les nouvelles mesures sanitaires du gouvernement va entrer au gouvernement,1,legorafi
Eric Zemmour obligé de prendre un second travail pour payer l'amende de CNews,1,legorafi
Réussir son rerereconfinement,1,legorafi
Ce qu'il fallait retenir de la conférence de presse de Jean Castex,1,legorafi
In senatu vociferatus: vetitum Gallico sermonibus latine,1,legorafi
"Joe Biden répond à Vladimir Poutine "" Ta reum en slip """,1,legorafi
L'argent élu personnalité préférée des notaires en 2020,1,legorafi
"En l'absence d'un test PCR, il se voit refuser l'entrée dans l'au-delà",1,legorafi
Il gâche sa première interaction depuis cinq mois en parlant de lui,1,legorafi
"Pour prouver leur intégration, les migrants devront consommer chaque mois douze kilos de fromage de chèvre",1,legorafi
"Jean Castex "" L'apparition de variants régionaux du coronavirus est une chance pour les territoires """,1,legorafi
"Covid – Pour réduire les contaminations par postillons, l'allemand interdit au collège",1,legorafi
"Selon une étude, l'eau ça mouille",1,legorafi
Bien choisir sa famille royale,1,legorafi
Samuel Étienne contraint de se justifier après avoir invité Cthulhu sur sa chaîne Twitch,1,legorafi
Le Gorafi : ce qui va changer dans quelques semaines,1,legorafi
Vous avez encore oublié de vider votre machine à laver,1,legorafi
"Grâce à son détecteur de métaux, le robot Perseverance collecte 1 euro et une vieille Flik Flak© sur une plage de Mars",1,legorafi
"Sur Twitter, Christine Boutin s'insurge contre le signe de la croix utilisé dans une addition",1,legorafi
"Gabriel Attal : "" S'il fait beau depuis plusieurs jours, c'est grâce à l'action du gouvernement """,1,legorafi
97% des hommes n'arrivent pas à trouver le clitoris géant devant la Tour Eiffel,1,legorafi
Ils renoncent à faire un enfant pour se concentrer sur leur haine des enfants des autres,1,legorafi
Le gouvernement publiera l'historique internet de ceux qui refusent de se faire vacciner,1,legorafi
"Les cailloux, l'enquête interdite",1,legorafi
"En manque de doses de vaccin, le gouvernement va injecter des applaudissements aux soignants",1,legorafi
"Sondage : après les Daft Punk, 81% des Français craignent une séparation des Chevaliers du Fiel",1,legorafi
Test – Quel âge avez-vous?,1,legorafi
"Moins performant, le vaccin AstraZeneca va être rebaptisé FrancoisBayrou",1,legorafi
"Pour y éviter les rassemblements, la mairie de Paris diffusera CNews à l'aide d'enceintes sur les quais de Seine",1,legorafi
"Pour éviter un "" reconfinement "", le gouvernement propose "" un couvre-feu 24h/24 et 7j/7 pendant 6 semaines """,1,legorafi
Récidive – Prison ferme pour un délinquant au casier judiciaire lourdement chargé,1,legorafi
Olivier Véran veut faire un grand gratin s'il y a du rab de vaccin,1,legorafi
100 astuces totalement illégales pour se faire un max de pognon,1,legorafi
Reconfinement – Le gouvernement se donne encore 8 jours pour savoir s'il aurait fallu faire quelque chose il y a 3 semaines,1,legorafi
Ce qu'il fallait retenir de l'allocution de Jean Castex,1,legorafi
Le gouvernement va ordonner le parachutage de carcasses de viandes sur les écoles de Lyon,1,legorafi
"Gérald Darmanin "" Défendre la viande à la cantine c'est défendre la laïcité """,1,legorafi
Rançongiciel – Des pirates s'emparent du programme de 2017 d'Emmanuel Macron,1,legorafi
Salto va autoriser son abonné à partager ses codes avec l'ensemble des Français,1,legorafi
Covid19 – Emmanuel Macron signe un décret ordonnant que François Hollande soit vacciné tout en dernier,1,legorafi
Ces connards qui seront vaccinés avant vous,1,legorafi
Vincent Bolloré donnera un Ted Talk sur le management le mois prochain à Pyongyang,1,legorafi
La Covid19 déjà vaccinée contre Nicolas Sarkozy,1,legorafi
"Il n'a jamais acheté de Bitcoin et n'a donc jamais, ni gagné, ni perdu d'argent, il raconte",1,legorafi
Kylian Mbappé offre les restes du FC Barcelone à son chien,1,legorafi
Les députés En Marche proposent que le président de la république soit élu au suffrage universel direct par un cabinet de conseil,1,legorafi
"Selon une étude, il est sûr, sûr qu'on nous prend pour des cons",1,legorafi
Espace – Dieu dans un état grave après avoir été percuté par des débris spatiaux,1,legorafi
Les animaux préhistoriques partouzeurs de droite,1,legorafi
Test : Est-ce que tu viens pour les vacances ?,1,legorafi
"Selon une étude du cabinet McKinsey, vous ne faites franchement aucun effort et tout est de votre faute",1,legorafi
"Pour remonter le moral des Français, Jean Castex fera désormais ses annonces déguisé en tournesol",1,legorafi
"Un marginal tape encore "" www. "" dans sa barre de recherche pour surfer sur internet",1,legorafi
"Olivier Véran : "" Les filles qui se feront vacciner en discothèque auront droit à une conso gratuite """,1,legorafi
Elon Musk crée un conducteur de Tesla qui ne dit pas à tout le monde qu'il roule en Tesla,1,legorafi
Leur tour du monde à vélo remplacé par un weekend dans sa belle-famille en Lozère,1,legorafi
Ces losers qui n'ont toujours pas attrapé la Covid-19,1,legorafi
"Etats-Unis : Que faut-il retenir des 15 premiers jours de Champ et Major, les bergers allemands de Biden ?",1,legorafi
Ce qu'il fallait retenir de l'allocution hebdomadaire de Jean Castex,1,legorafi
"Selon une étude, avoir une petite Twingo ne voudrait pas dire que vous ayez un énorme pénis",1,legorafi
TEST : Êtes-vous complotiste ou un mouton obéissant aux merdias ?,1,legorafi
La jauge désormais limitée à 6 personnes à l'intérieur du cerveau de Francis Lalanne,1,legorafi
Jeff Bezos redevient l'homme le plus riche du monde après avoir retrouvé un chèque de trois milliards dans son canapé,1,legorafi
"Jugé inutile, le centre d'entraînement de l'OM bientôt transformé en centre de vaccination",1,legorafi
"Emmanuel Macron : "" Je ne changerai plus d'avis sur le confinement jusqu'à ce soir 19 heures """,1,legorafi
La Russie accusée d'ingérence dans le vote du budget participatif de la rénovation du rond-point de Saint-Germain-Le-Fouilloux,1,legorafi
Comment le brocoli peut sauver la blockchain,1,legorafi
"Désobéissance civile : Vachement impressionné par le courage des Français, le virus annonce qu'il cesse toute contamination en France",1,legorafi
La fondation Bill Gates rappelle près d'un million de doses de vaccin en raison de nanopuces 5G défaillantes,1,legorafi
"Le gouvernement refuse de parler d'un 3e confinement mais plutôt d'une "" unité ternaire de restriction de mobilité à durée limitée """,1,legorafi
Génération identitaire – Le gouvernement furieux qu'un groupuscule lui ait volé toutes ses idées sur les migrants,1,legorafi
"Inquiet de ses agissements, Gérald Darmanin envisage la dissolution de Francis Lalanne",1,legorafi
Factcheck : Les personnes qui rigolaient en chuchotant dans le tram se moquaient bien de vous,1,legorafi
TEST : Quel procureur êtes-vous ?,1,legorafi
Les plus belles recettes de repas à 1 euro,1,legorafi
Elle suit les conseils de son médecin alors qu'il ne présente même pas d'émission sur France 5,1,legorafi
"Alibaba : Disparu, le milliardaire Jack Ma refait surface en tant qu'équipier dans un Quick de Rueil-Malmaison",1,legorafi
Polémique après que Donald Trump a donné son pardon à l'ancien empereur et chancelier Palpatine,1,legorafi
"Jean-Pierre Bacri se dit "" content de ne pas être mort en 2020, comme tous ces cons-là ! """,1,legorafi
"Faute de restaurants ouverts, le guide Michelin attribue ses étoiles à des KFC",1,legorafi
Ces furets qui ont fait l'Histoire,1,legorafi
La NASA a encore réussi un truc super compliqué auquel vous ne comprendrez rien,1,legorafi
Couvre-feu à 18h : Ce qu'il fallait retenir des annonces de Jean Castex,1,legorafi
Effet apéro – Le coronavirus dégoûté que le gouvernement ait mis au jour son plan secret d'infection,1,legorafi
L'homme qui faisait des puzzles dans la rue n'a étrangement pas encore fait fortune,1,legorafi
Un intermittent jette un de ses reins dans une fontaine à vœux,1,legorafi
"Lors d'une randonnée en solitaire, Pascal Praud réussit à ne se couper que 10 fois la parole",1,legorafi
Il achète un bel agenda 2021 pour noter tous les évènements qu'il devra annuler cette année,1,legorafi
"Mal habillés et pas accompagnés, trois seniors recalés à l'entrée d'un centre de vaccination",1,legorafi
Le personnel soignant devra rembourser les applaudissements reçus pendant le premier confinement,1,legorafi
"Après deux semaines de foie gras, il devient mi-homme mi-canard",1,legorafi
5 super virus qui vont ringardiser la Covid19 en 2021,1,legorafi
Une immense rave-party réunit plus de quarante chèvres en Lozère,1,legorafi
Un énième pays du tiers-monde expérimente avec difficulté la démocratie,1,legorafi
Jean-Luc Mélenchon accusé d'avoir fait la promotion d'un shampoing anti-pelliculaire Lidl,1,legorafi
Royaume-Uni : L'OMS s'inquiète d'une nouvelle mutation de Boris Johnson,1,legorafi
Paris – Un chauffeur de taxi en garde à vue pour avoir accepté la carte bleue,1,legorafi
Plus assez de chiffres disponibles pour les numéros verts du gouvernement,1,legorafi
Stratégie vaccinale : le gouvernement assume le fait que les 35 Français tirés au sort sont tous des proches d'Emmanuel Macron,1,legorafi
"Dans un excès de délire de fièvre, Emmanuel Macron prend accidentellement une mesure de gauche",1,legorafi
Quel hypnotiseur pour oublier 2020 ?,1,legorafi
Un trader réalise une plus value sur un actif financier par trading discrétionnaire et oublie ce que tous ces mots signifient,1,legorafi
Le SMIC diminué de 5% pour financer la construction d'un hôpital à l'Élysée,1,legorafi
""" J'ai besoin de temps pour moi "", par cette femme sur le point de se masturber toute la journée",1,legorafi
Vendée Globe : Le bateau SNCF toujours à quai suite à un incident voyageur,1,legorafi
"Le syndicat, des grammairiens, demande d'arrêter, de mettre, des virgules, partout",1,legorafi
Chantage – Des hackers piratent la liste des enfants sages du Père Noël,1,legorafi
Emmanuel Macron annonce un référendum pour savoir s'il faut faire un truc pour le climat,1,legorafi
"Par crainte d'être mis à pied ou renvoyés, tous les Français suppriment les propos négatifs qu'ils ont eu un jour contre CNews",1,legorafi
Il gagne 10.000 points de virilité en prétendant que son plat très épicé n'est pas épicé,1,legorafi
Personnalité de l'année : Les experts Facebook qui ont découvert le complot du Covid,1,legorafi
Vincent Bolloré se licencie lui-même après s'être souvenu avoir rigolé à un sketch de Sébastien Thoen,1,legorafi
"Déconfinement, Noël – Ce qu'il fallait retenir des annonces de Jean Castex",1,legorafi
Il n'arrive pas à trouver le bon filtre Instagram pour sa photo d'accident de la route,1,legorafi
Des poissons panés en forme de Valérie Pécresse distribués dans les cantines d'Île-de-France,1,legorafi
Un marginal fait encore des attestations pour sortir de chez lui,1,legorafi
"Sécurité Globale – Pour une meilleure surveillance par drone, le gouvernement veut bannir les volets et les rideaux",1,legorafi
Le gouvernement annonce que le premier vaccin contre le Covid sera testé sur Jean-Luc Mélenchon,1,legorafi
Thomas Pesquet écope de 135 euros d'amende pour une sortie dans la stratosphère sans attestation,1,legorafi
"Bing toujours le moteur de recherche le plus utilisé pour taper "" Google. fr """,1,legorafi
Le gouvernement demande aux Français d'arrêter de se placer dans la trajectoire des balles des chasseurs,1,legorafi
Fabriquer son vaccin anti-covid soi-même,1,legorafi
Son moment de détente sur son smartphone gâché par la joie et les rires de ses amis,1,legorafi
Ce qu'il fallait retenir de Valéry Giscard d'Estaing,1,legorafi
70% des Français ne maitriseraient pas la langue française malgré qu'ils sont allés à l'école,1,legorafi
2021 – Dieu stressé à l'idée de ne pas trouver d'idées aussi bonnes qu'en 2020,1,legorafi
Le gouvernement va encourager le télétravail depuis les lits de réanimation,1,legorafi
Test : Reconfinement – votre pain fait maison est-il toujours aussi dégueulasse ?,1,legorafi
Mort de l'interprète de Dark Vador : David Prowse sera incinéré par un rayon de laser pulvérisant la Terre,1,legorafi
Pascal Praud licencié du groupe Canal après une émission parodiant le journalisme,1,legorafi
Réussir ses vacances au ski sans ski,1,legorafi
Protocole sanitaire : les auto-écoles autorisées à reprendre la conduite mais avec les portières grandes ouvertes,1,legorafi
L'Académie française va se réunir en urgence pour inventer de nouveaux superlatifs pour qualifier les violences policières,1,legorafi
"En hommage à Maradona, la ville de Naples suspend le trafic de drogue pendant deux heures",1,legorafi
Dieu ravi de serrer la main de Dieu,1,legorafi
"À partir de samedi, les Parisiens autorisés à s'éloigner à 20 kilomètres du préfet Lallement",1,legorafi
"Nicolas Sarkozy "" J'ai toute confiance en la justice à deux vitesses de mon pays """,1,legorafi
Michel Houellebecq profite du confinement pour lancer sa chaîne YouTube de tutos de dépression,1,legorafi
"Pour changer de pièce à leur domicile, les Français devront également remplir une attestation",1,legorafi
"Aurore Bergé "" Un journaliste qui enquête et qui met en cause le gouvernement, c'est une forme de séparatisme """,1,legorafi
Êtes-vous un Dalmatien vraiment épanoui ?,1,legorafi
Un journaliste russe se dit vraiment chanceux de bénéficier de lois qui lui permettent de faire correctement son travail,1,legorafi
France – Les journalistes finalement autorisés à couvrir les manifestations à condition de respecter une distance de sécurité de 500 kilomètres,1,legorafi
Gérald Darmanin propose d'aider les journalistes en corrigeant tous les articles de presse avant publication,1,legorafi
"Gérald Darmanin souhaite que Google floute les mots "" violences policières "" sur internet",1,legorafi
Test : qu'est-ce que tu fais pour le Nouvel An ?,1,legorafi
"Olivier Véran : "" À Noël, ce sera un oncle raciste maximum par famille """,1,legorafi
Des scientifiques égyptiens réussissent la première association du lion avec le cafard,1,legorafi
Les gestes qui sauvent en cas de panne d'internet,1,legorafi
97% des Français favorables au vaccin s'il est d'abord testé sur des députés LREM,1,legorafi
Test : êtes-vous un être humain non-essentiel ?,1,legorafi
"Pour remercier ses électeurs, Joe Biden s'engage à leur proposer un programme",1,legorafi
Confinement – Jean Castex annonce une dérogation pour ceux qui ont un truc à faire dehors,1,legorafi
Joe Biden admet avoir plus voté contre Donald Trump que pour Joe Biden,1,legorafi
Plan de Relance – La Méthode Gorafi pour redresser la France,1,legorafi
"2020 va déposer plainte pour "" annonce de fausses bonnes nouvelles "" contre 2021",1,legorafi
Donald Trump va demander l'asile politique à l'Iran,1,legorafi
Joe Biden devient le 46e Grand Satan de l'Occident,1,legorafi
"Reconfinement : par souci d'égalité envers les célibataires, le gouvernement interdit aux couples les rapports sexuels",1,legorafi
200 excuses pour esquiver un apéro en ligne,1,legorafi
Les chiffres incroyables à retenir de l'élection présidentielle américaine,1,legorafi
"Confinement : Les petits commerçants autorisés à vendre leurs reins "" dès le 16 novembre """,1,legorafi
Netflix obtient les droits pour adapter l'année 2020 en série,1,legorafi
Donald Trump accuse ceux qui ont voté Joe Biden d'avoir truqué l'élection,1,legorafi
Présidentielle US : La Corée du Nord s'inquiète des dérives qui mettent en danger le processus démocratique,1,legorafi
"Devant l'impossibilité de départager les deux candidats, Kanye West nommé président par intérim",1,legorafi
Olivier Véran estime que 100% des Français seront immunisés à l'alcool à l'issue de la deuxième vague,1,legorafi
Ce qu'il fallait retenir de la nuit de l'élection présidentielle américaine,1,legorafi
"À la dernière minute, Joe Biden tente d'annexer la Jamaïque pour gagner en popularité",1,legorafi
