cleaned_headline,is_satirical
Les arrêts maladie sont moins bien indemnisés à partir de ce mardi 1er avril,0
"Guerre en Ukraine : deux morts dans des frappes de drones sur Kharkiv, un hôpital militaire touché",0
"L'histoire du Festival d'Avignon, sujet d'une exposition permanente à la Maison Jean Vilar",0
"Les archéologues trouvent un trésor vieux de 2000 ans, "" plus grande découverte de l'âge du Fer britannique """,0
Nantes : un îlot de fraîcheur pourrait être aménagé au centre du château des ducs de Bretagne,0
Incendies en Corée du Sud : la police suspecte un homme d'avoir déclenché les feux de forêt,0
"Top 14 : ""On est montés à l'envers"", pourquoi le Racing 92 n'y arrive pas dans son Arena",0
"Les États-Unis maintiendront une ""dissuasion crédible et robuste"" dans le détroit de Taïwan",0
États-Unis : les correspondants de la Maison-Blanche annulent la venue d'une humoriste critique envers Trump,0
"Séisme en Birmanie : plus de 1700 morts, appel aux dons de la Croix-Rouge… Ce que l'on sait du drame",0
D'un crash aérien à un sauvetage en mer : au cœur du scénario catastrophe simulé sur la Côte d'Azur,0
"""Une affaire en béton !"" : un bunker militaire de la Seconde Guerre mondiale mis en vente sur le site Leboncoin",0
"Qui est Souleïman Kerimov, le sulfureux ""Gatsby russe"" lié à la perquisition au ministère français de l'Économie ?",0
"Droits de douane : Pékin, Tokyo et Séoul veulent ""accélérer"" vers un accord de libre-échange",0
Bébé tué avec du Destop dans une crèche : l'employée devant la justice,0
"Donald Trump ""se fiche complètement"" d'une hausse du prix des voitures aux États-Unis",0
Les États-Unis mènent une nouvelle frappe aérienne contre Daech en Somalie,0
Des alliés de Caracas condamnent l'emprisonnement de migrants vénézuéliens au Salvador,0
Le Niger se retire de la Force régionale antijihadiste autour du lac Tchad,0
"Castres-Toulon : les missiles Wainiqolo et Papali'i, Nonu dans l'histoire, des défenses passoires… Les tops/flops",0
"Monaco-Nice : Biereth encore et toujours buteur, Dante expulsé à la toute fin… Les tops et les flops",0
Birmanie : un groupe rebelle décrète un cessez-le-feu partiel après le séisme,0
"Ligue 1 : le PSG officiellement champion dès ce samedi contre Angers, si…",0
Top 14 : Castres se sort du piège toulonnais et garde la cadence dans le top 6,0
Ligue 1 : Monaco arrache le derby face à Nice et… retarde le sacre du PSG,0
"Liga : Mbappé égale Cristiano Ronaldo, le Real Madrid renverse Leganés et reste au contact du Barça",0
"Top 14 : évènement à Castres, la légende des All Blacks Ma'a Nonu de retour sur les terrains avec Toulon",0
Marne : le corps d'une femme découvert après l'assaut du GIGN contre un homme retranché dans le sous-sol de sa maison,0
"Bretagne : tentative de meurtre sur un adolescent, le suspect de 17 ans plaide un ""tir accidentel""",0
Syrie : le président par intérim annonce la formation d'un nouveau gouvernement,0
"Liga : en vidéo, le but osé de Mbappé face à Leganés… avant un doublé d'opportuniste",0
"PSG : ""On ne peut pas commencer un match comme ça"", grince Luis Enrique",0
"Espagne : ""Ni oubli, ni pardon !"", à Valence, 25.000 manifestants dénoncent la gestion des inondations",0
Fête de l'Aïd el-Fitr : l'Arabie saoudite annonce la fin du ramadan pour ce dimanche,0
"ASSE-PSG : Doué ne touche plus terre, Barcola altruiste, la deuxième période cataclysmique des Stéphanois… Les tops et flops",0
"Marine Le Pen ""ne croit pas"" qu'une peine d'inéligibilité immédiate sera prononcée contre elle",0
"Risque d'inéligibilité : Marine Le Pen n'est pas ""au-dessus des lois"", soulignent Olivier Faure et Fabien Roussel",0
"Ligue 1 : impitoyable à Saint-Étienne, le PSG tout proche du titre",0
"Gaza : le Hamas dit accepter une nouvelle proposition de trêve mais prévient que son arsenal est une ""ligne rouge""",0
Affaire Mohamed Amra : un autre suspect mis en examen et incarcéré,0
"Top 14 : en vidéo, le festival offensif du Stade Toulousain face à Pau",0
"Kylian Mbappé aurait-il pu jouer pour le Cameroun plutôt que la France ? Cela ""pourrait être vrai""",0
"Ligue 1 : ""L'impression de voir des mecs qui n'ont pas envie d'aller en Ligue des champions…"", Adrien Rabiot très remonté après la défaite de l'OM",0
"""Virez Musk maintenant"" : à New York, les images de la manifestation devant un magasin Tesla",0
"Ligue 1 : ridicule à Reims, l'OM prolonge ses doutes",0
Groenland convoité par Trump : la première ministre danoise s'y rend mercredi,0
Une Américaine libérée par les talibans en Afghanistan,0
"Saint-Etienne - PSG : Donnarumma, Dembélé et Marquinhos sur le banc",0
"Var, Alpes-Maritimes, Hautes-Alpes… Un séisme de magnitude 3,5 ressenti ce samedi après-midi dans le Sud-Est",0
"Top 14 : La Rochelle coule à pic, Montpellier renverse Paris, Vannes frustré dans le match de la peur",0
Foot : plusieurs démarches engagées par le ministère de l'Intérieur en vue de la dissolution de trois groupes de supporters,0
"Retraites : la censure serait ""une obligation morale"" si le Parlement n'est pas saisi, avertit Olivier Faure",0
"Lettre de l'ambassade américaine : le ministère français du Commerce extérieur dénonce des ""ingérences inacceptables""",0
Liga : Antoine Griezmann dépasse Lionel Messi et entre dans l'histoire du football espagnol,0
"Guerre commerciale : Giorgia Meloni plaide pour une approche ""raisonnée"" face aux États-Unis",0
"Toulouse-Pau : Capuozzo resplendissant, les déboires de Simmonds… Les tops et flops",0
"""Une situation critique"" : le retrait américain de l'OMS contraint l'organisation à couper son budget de 20%",0
Grenoble : deux militaires agressés au couteau à la sortie d'une boîte de nuit,0
"Nigeria : affrontements lors d'une manifestation de chiites pro-paslestiniens, 12 morts",0
"Top 14 : sans forcer et avec ses internationaux, Toulouse étrille Pau",0
"Rat dans une soupe, insecte dans un plat… Une chaîne de fast-food japonaise ferme la quasi-totalité de ses restaurants",0
"""Technocratie incompétente"" : à Lisbonne, l'abattage d'arbres emblématiques provoque un mouvement de contestation massif",0
Six Nations (F) : l'équipe de France enchaîne face à l'Écosse et avec la manière,0
Californie : un camion volé se lance dans une course-poursuite spectaculaire et percute plusieurs véhicules,0
"""On ne peut pas travailler en ayant peur"" : après l'agression d'une enseignante, le maire de Fontenay-aux-Roses propose un dispositif de bipeurs",0
680.000 dollars et un logement de fonction : l'offre folle de cette ville en Australie pour remédier à la pénurie de médecins,0
Éclipse solaire partielle : les plus belles images du spectacle astronomique,0
"""Nous sommes ici pour notre patrie"" : en Turquie, des centaines de milliers de manifestants dénoncent l'arrestation du maire d'Istanbul",0
Savoie : l'aéroport de Chambéry bloqué samedi matin par des militants écologistes,0
"EuroMillions : face à l'afflux de grilles jouées, la FDJ dans ""l'impossibilité de procéder aux paiements des gains""",0
Foot : les Stéphanois appelés à manifester ce samedi en soutien à deux groupes d'ultras,0
"Corse : un fondateur présumé du gang de la ""Brise de mer"" assassiné en pleine rue",0
"La marque de prêt-à-porter Kaporal placée en liquidation judiciaire, 280 personnes licenciées",0
Comment le verrier Pyrex veut se relancer loin de son petit frère Duralex,0
Paris : une fausse postière séquestre une femme enceinte et lui dérobe son coffre-fort,0
Pas-de-Calais : la compagne d'un homme tué par balles mise en examen pour assassinat,0
"Bordeaux : un homme tué d'un coup de couteau en plein centre-ville, l'auteur reste assis à côté de sa victime",0
"Justin Welby, l'ancien archevêque de Canterbury, reconnaît s'être ""trompé"" face à la pédocriminalité dans l'Église anglicane",0
"""Ce n'est pas ainsi que l'on s'adresse à ses proches alliés"" : après la visite de JD Vance au Groenland, le Danemark critique l'administration Trump",0
Tennis : le jeune Mensik défiera le maître Djokovic en finale à Miami,0
EuroMillions : un jackpot historique de 250 millions d'euros remporté en Autriche,0
Tout comprendre à l'éclipse solaire en deux infographies,0
"Enneigement, pistes encore ouvertes… Où skier ce printemps ?",0
"De la mobilisation du village à la visite de la ministre, comment l'église de Maumusson a été sauvée",0
"NBA : en vidéo, le panier sensationnel de Jokic à une main",0
Le ministre américain de la Santé Robert Kennedy Jr veut empêcher l'achat de sodas avec les coupons d'aide alimentaire,0
Conflit au Proche-Orient : le Hezbollah n'accepte pas qu'Israël poursuive ses attaques après une frappe proche de la capitale libanaise hier,0
Le musée Tate Britain va restituer à la famille d'un collectionneur juif un tableau spolié sous les nazis,0
Syrie : les États-Unis et la France mettent en garde contre un risque accru d'attaques,0
États-Unis : une autorité américaine va enquêter sur la discrimination positive chez Disney,0
États-Unis : le responsable des vaccins de l'Agence américaine du médicament démissionne,0
"""Tout le bâtiment a commencé à trembler"" : un survivant raconte l'effondrement d'une tour à Bangkok suite au séisme",0
Aéroport de Bordeaux : les opposants au maintien de la piste sécante vont manifester ce samedi,0
Le président salvadorien Nayib Bukele sera reçu par Donald Trump en avril,0
"""Notre alliance demeure la pierre angulaire de la liberté"" : le Japon et les États-Unis commémorent les 80 ans de la bataille d'Iwo Jima",0
Inde : les forces de sécurité tuent 16 rebelles maoïstes dans le Centre-Est,0
"De l'Afghanistan à la Corée du Nord, le blason de la plus petite commune du Maine-et-Loire a voyagé dans le monde entier",0
"Séisme en Birmanie : plus de 1600 morts et 3400 blessés, appel à l'aide internationale… Ce que l'on sait du drame",0
Elon Musk annonce que sa start-up d'IA xAI a racheté son réseau social X,0
"""Obsédé par l'horreur"", un Polonais condamné pour avoir découpé son colocataire en 27 morceaux et usurpé son identité",0
Ligue 1 : Strasbourg corrige Lyon et s'empare de la 5e place,0
Nucléaire : le redémarrage du réacteur n°1 de Flamanville reporté d'un mois à cause d'une fuite d'eau radioactive,0
"Six Nations féminin : face à l'Écosse, les Françaises vont enfin retrouver leur public",0
"Tennis : vainqueur de Dimitrov, Djokovic visera en finale à Miami un 100e titre dans sa carrière",0
"L'Utah, premier État américain à interdire la fluoration de l'eau",0
Yvelines : un trentenaire soupçonné de viol par soumission chimique mis en examen,0
Politique anti-discrimination :Le Figaros'est procuré la lettre envoyée par l'administration Trump à des entreprises françaises,0
"""Une phase de réorganisation profonde"" : l'influenceur ""Le Jarl"" évincé par la direction du 1988 Live Club à Rennes",0
LFI boycotte la tournée générale de Darmanin à la buvette de l'Assemblée… Les indiscrets duFigaro,0
"""Hum… Burger King"" : François Bayrou reprend le slogan de la chaîne de fast-food en plein conseil municipal de Pau",0
"""Ce qu'il me fallait, c'était de l'argent"" : deux ans avec sursis requis contre un couple de policiers jugé pour escroquerie",0
Le FMI confirme que l'Argentine a demandé un nouveau prêt de 20 milliards de dollars,0
L'ex-mari de Chahinez Daoud condamné à la réclusion criminelle à perpétuité pour avoir brûlé vive sa femme,0
"Narcotrafic : la Marine nationale saisit 1,2 tonne de cocaïne au large de la Martinique",0
"Donald Trump avertit l'Iran que les ""choses vont mal tourner"" en l'absence d'accord nucléaire",0
Marseille : le propriétaire d'un yacht échoué condamné à un an de prison pour pollution,0
"""Je lui ai dit d'aller se pendre"" : un homme condamné en appel à la peine maximale pour avoir poussé son ex-femme au suicide",0
"Extorsion, mitraillage de façade et incendies criminels : à Nice, la DZ mafia marseillaise règle ses comptes",0
"""C'est plus qu'une bourde"" : des documents militaires confidentiels britanniques éparpillés en pleine rue",0
La météo du samedi 29 mars : un temps frais et des éclaircies,0
"Les images dévastatrices du séisme en Birmanie, dont les répercussions s'étendent dans six pays",0
Six Nations : l'essai de Louis Bielle-Biarrey face à l'Irlande élu le plus beau du Tournoi 2025 (en vidéo),0
"L'aide à l'Ukraine n'est pas financée ""par des impôts cachés ou supplémentaires"", certifie Emmanuel Macron",0
Zeldapassera de la Switch au cinéma le 26 mars 2027,0
"""Un métier au croisement de toutes les tensions de la société"" : François Bayrou exprime sa solidarité après l'agression d'une enseignante à Fontenay",0
"Loi sur le narcotrafic : le vote d'Andy Kerbrat, pris en flagrant délit d'achat de drogue, fait réagir",0
"""Tout a changé"": renfloué par le géant chinois Tencent, plébiscité par les fans, Ubisoft remonte la pente",0
"""Cela doit changer"" : le vice-président américain JD Vance juge que le Danemark n'a ""pas fait un bon travail"" au Groenland",0
"Le chèque énergie sera finalement versé à partir de novembre prochain, annonce le gouvernement",0
"Dordogne : un homme, armé d'un marteau, interpellé après avoir menacé sa femme et sa fille de les incendier",0
"Guerre commerciale : l'or atteint un nouveau record à 3086,82 dollars l'once",0
Nicolas de Tavernost pressenti à la direction générale de LFP Media,0
Marseille : le centenaire contraint au STO écrit à Emmanuel Macron pour réclamer réparation à l'État,0
États-Unis : l'arrestation d'une femme en situation irrégulière tournée en dérision par la Maison-Blanche,0
États-Unis : Trump exhorte la Cour suprême à lever l'interdiction d'expulser des immigrés en vertu d'une loi d'exception,0
"""Si nous ne faisons rien, il peut s'effondrer"" : à Bordeaux, les travaux du pont de pierre vont commencer",0
Agression raciste d'un adolescent harcelé et frappé à la sortie de son collège à Vénissieux,0
"Voile : ""J'ai été surpris de gagner""… Alexis Thomas, vainqueur de sa première épreuve sur le circuit Figaro",0
Des mesures de représailles à partir du 2 avril : Carney réplique à Trump,0
Enquête après la mise en scène de la mort d'un agent de l'OFB dans une vidéo des Jeunes Agriculteurs,0
"""La république s'est transformée en une république de la peur"" : depuis sa cellule, le maire d'Istanbul dénonce la ""répression"" menée par Erdogan",0
Nantes: jusqu'à 12 ans de prison requis contre les auteurs d'une fusillade mortelle,0
"""Reconquête de l'écrit"", formation rémunérée des enseignants: l'exécutif lance son plan pour ""refonder"" l'école",0
"Une professeur victime de jets de cailloux en classe dans un lycée près de Lyon, le personnel se met en grève",0
Groenland : le territoire autonome se dote d'un large gouvernement de coalition sans les ultranationalistes,0
Crise du vin : l'UE propose une série de mesures pour aider la filière,0
Le médiateur de France Travail a reçu 58.418 plaintes d'usagers en 2024,0
Ligue des nations (F): Jenni Hermoso une nouvelle fois absente du groupe espagnol pour affronter le Portugal,0
La Chine repousse de trois mois l'application de ses taxes douanières sur le cognac français,0
"Soldats américains disparus en Lituanie : ""un miracle"" toujours espéré par le président Nauseda",0
Rugby : un international de Montpellier renonce au XV de France pour la sélection sénégalaise,0
"Meurtre du père Olivier Maire en Vendée : reconnu responsable pénalement, son assassin présumé sera jugé aux assises",0
Effets spéciaux : les studios français de Technicolor officiellement cédés,0
"Perpignan : une femme de 54 ans violée, frappée et rackettée dans son local poubelle",0
Policiers attaqués au couteau à Cannes en 2021 : l'assaillant finalement jugé irresponsable pour trouble mental,0
"""Va faire la soupe"" : amende requise contre un vigneron accusé ""d'outrage"" envers Sandrine Rousseau",0
États-Unis : pas de progrès sur l'inflation en février,0
"Pape François : l'état de santé du souverain pontife en ""légère amélioration""",0
"La Russie met à l'eau un nouveau sous-marin nucléaire, équipé du missile hypersonique Zircon",0
Six Nations : Pierre-Louis Barassi a rendu sa médaille à Gaël Fickou,0
"Patti Smith revient à la Fête de l'Huma, pour sa 90eédition",0
"Conclave sur les retraites : ""Les discussions peuvent enfin démarrer sérieusement"", estime Marylise Léon",0
Un adolescent violé par son médecin généraliste pendant trois ans dans les années 1990 à Lyon,0
Trafic international d'antiquités : le principal suspect dans l'affaire du Louvre Abou Dhabi en fuite,0
Eau de Paris porte plainte contre X pour pollution de son réseau d'eau potable aux polluants éternels,0
Foot : Véronique Rabiot a porté plainte contre X pour injure après le match PSG-OM,0
Adieu l'Utah… Le festival de Sundance déménage après 40 années et s'installera en 2027 dans le Colorado,0
"Gestion de Fréjus par David Rachline : la chambre régionale des comptes relève des ""points de faiblesse""",0
Turquie : le maire emprisonné d'Istanbul annonce l'arrestation de son avocat,0
"Bouches-du-Rhône : un jeune conducteur contrôlé sans permis, avec du cannabis et 12.000 euros sur lui",0
Procès du féminicide de Chahinez Daoud : perpétuité requise contre son mari,0
Foot : la condamnation pour viol de l'ex-star du Barça Dani Alves annulée en appel,0
Venezuela: le pays accueille un nouveau vol avec des migrants expulsés des États-Unis,0
"Mites alimentaires dans des pâtes : à Lyon, l'entreprise Panzani relaxée",0
"Avec un nouveau décret, Trump veut mettre un terme à "" l'endoctrinement idéologique "" des musées",0
Évasion de Mohamed Amra : le rappeur Koba LaD mis en examen,0
Paris : une famille séquestrée et menacée par des cambrioleurs à son domicile du 6e arrondissement,0
"Près d'Arcachon, l'État s'oppose à la reconstruction du relais de chasse de Cazaux détruit par le feu",0
Séisme en Birmanie : les images terrifiantes de l'effondrement d'un immeuble de 30 étages en Thaïlande,0
"Une romancière accuse la réalisatrice Zabou Breitman de "" parasitisme "" dans l'adaptation de son livre",0
"Vladimir Poutine évoque l'idée d'une ""administration transitoire"" sous l'égide de l'ONU en Ukraine",0
Soudan : l'armée affirme avoir pris le contrôle total de Khartoum,0
"Le nouveauFigaro Histoire: 1453, les derniers jours de Constantinople",0
Inéligibilité : le Conseil constitutionnel évite d'influencer le procès pénal du RN,0
""" Je n'ai plus personne "" : Brigitte Bardot revient sur la disparition d'Alain Delon et sur sa solitude",0
"Séisme en Birmanie : l'état d'urgence décrété à Bangkok, capitale du voisin thaïlandais",0
"Municipales 2026 : à un an des élections, Christian Estrosi déjà en mode campagne à Nice",0
Visualisez l'inflation en France sur les douze derniers mois,0
"Le Conseil constitutionnel se prononce sur l'inéligibilité, à trois jours d'un jugement décisif pour Marine Le Pen",0
"Transports en Île-de-France : contre les fraudeurs, la RATP va alourdir le prix de ses amendes",0
"Frappes israéliennes au Liban : Emmanuel Macron dénonce une ""violation du cessez-le-feu""",0
"InZOI, ce jeu vidéo sud-coréen qui veut concurrencerLes Sims",0
"Séisme en Birmanie, des secousses ressenties en Thaïlande et en Chine",0
"Insécurité : ""Le ""Nantes bashing"" ne passe pas l'épreuve des chiffres"", assure la maire socialiste",0
"Climat: en France, la baisse des émissions de gaz à effet de serre marque le pas",0
"Turquie: Rubio fait part des ""inquiétudes"" de Washington au sujet de l'""instabilité"" dans le pays",0
États-Unis : un juge américain ordonne la conservation des messages Signal révélés par un journaliste,0
Brésil : fin des poursuites contre Bolsonaro dans l'affaire des faux certificats vaccinaux contre le Covid-19,0
"Après huit ans à l'Élysée, Alexis Kohler rejoint la Société générale",0
"Groenland : le vice-président américain, JD Vance, en visite sur le territoire arctique secoué par les visées de Trump",0
""" Si j'avais voulu, j'aurais fait sauter la Part-Dieu "" : le suspect de l'attentat de Lyon nie avoir voulu tuer mais promet d'autres attaques",0
"La Cour d'appel de Paris rejette les requêtes de Carlos Ghosn, qui demandait la nullité de son mandat d'arrêt",0
"""Cocktails molotov et arme à feu"" : un Américain poursuivi pour avoir incendié cinq voitures Tesla à Las Vegas",0
Affaire libyenne : la fausse avocate suspectée d'avoir volé de vrais avocats en plein procès mise en examen,0
"""Son cœur pesait le double"" : Maradona était ""à l'agonie"", selon les médecins légistes",0
Argentine : un avion survole un aéroport pendant une heure en l'absence de personnel dans la tour de contrôle,0
"Angers : deux policiers percutés par un motard qui a ""délibérément foncé sur eux""",0
L'agresseur du directeur des territoires de Haute-Corse condamné à dix mois de prison,0
Australie : le premier ministre Anthony Albanese convoque des élections législatives le 3 mai,0
"Le roi Charles III annule des rendez-vous à cause d'""effets secondaires"" de son traitement contre le cancer",0
Faille de sécurité : un juge ordonne à l'administration de Donald Trump de préserver les messages,0
Perquisition au ministère de l'Économie dans une enquête pour blanchiment visant un milliardaire russe,0
Un avion de reconnaissance russe s'est approché des côtes allemandes,0
"Le temps de la coopération étroite avec les États-Unis est ""fini"", affirme le premier ministre canadien",0
Attentat du quartier de l'Opéra : peine alourdie en appel pour l'ami de l'assaillant djihadiste,0
"""C'est de la corruption"" : Musk annonce un don d'un million de dollars pour un électeur du Wisconsin, les démocrates s'insurgent",0
"Nouvelle garde à vue pour Abdelaziz Fahd, qui sera jugé cet été pour l'attaque à la prison de Condé en 2019",0
"Le Venezuela qualifie les mises en garde de Rubio sur le Guyana de ""fanfaronnade""",0
Téhéran annonce avoir formellement répondu à la lettre de Donald Trump,0
"Le Palais de la découverte entamera sa réouverture le 11 juin, après cinq ans de rénovation",0
"Maduro traite le secrétaire d'État américain Rubio d'""imbécile"" après ses mises en garde contre le Venezuela",0
Emmanuel Macron et le président libanais Joseph Aoun auront vendredi une réunion en visio avec le président intérimaire syrien,0
Un Algérien suspecté de meurtre à Saint-Étienne interpellé en Espagne,0
Dordogne : des chercheurs découvrent par hasard des bijoux en or et des perles précieuses sous un muret,0
Mort d'Émile : pourquoi l'enquête va-t-elle désormais se resserrer autour du Haut-Vernet ?,0
Trafic de drogue à Besançon : jusqu'à 15 ans de prison pour des fusillades,0
"Un enfant craint un ""monstre sous son lit"", la babysitter y découvre un homme qui s'était caché",0
Donald Trump renonce à nommer Elise Stefanik comme ambassadrice à l'ONU,0
Retraite : l'Agirc-Arrco va envoyer un courrier important pour l'actualisation de votre pension,0
"Tennis : émoussé et dominé, Arthur Fils s'arrête en quarts de finale à Miami",0
Robert Kennedy Jr annonce une vague de licenciements et une restructuration massive du ministère de la Santé américain,0
"Ryanair détaille son plan de ""réduction"" de ses opérations en France",0
Arctique : le pic de la banquise au plus bas jamais mesuré par les satellites,0
"Manifestations anti-Israël : les États-Unis ont annulé les visas de plus de 300 ""cinglés"", annonce Rubio",0
Climat : les littoraux normands menacés par les remontées de nappes phréatiques,0
Évasion de Mohamed Amra : un nouveau suspect interpellé en Thaïlande,0
"Tours : une enquête ouverte pour ""atteintes sexuelles"" lors de soirées médecine",0
Auch : la peine de 14 ans contre la mère accusée du meurtre de ses filles handicapées confirmée en appel,0
"Groenland : Poutine juge les plans de Trump ""sérieux"" et annonce déployer davantage de militaires en Arctique",0
Salman Rushdie va publier un livre de fiction trois ans après son agression,0
Nintendo : il sera bientôt possible de prêter à ses proches les versions numériques des jeux,0
"Les fausses couches, un sujet encore ""très tabou"": le chanteur Mathias Malzieu, brisé dans son rêve de devenir parent",0
"En Gironde, un homme avoue avoir criblé de 17 balles une chienne qu'il soupçonnait d'avoir croqué ses poules",0
"Le géant des jeux vidéo Ubisoft crée une filiale regroupant ses marques les plus fortes, dont Assassin's Creed",0
"Mayotte : la Russie dénonce la ""militarisation"" de l'île et y remet en cause la souveraineté française",0
"""Il n'y a jamais eu de contrôles et donc pas de soins"" : en Gironde, une enquête ouverte pour homicide involontaire vise un Ehpad",0
Alpes-Maritimes : des heurts dans un ex-hôtel devenu un centre d'accueil pour mineurs isolés,0
"Affaire libyenne : Nicolas Sarkozy dénonce ""l'outrance de la peine réclamée"" après les réquisitions du PNF",0
Euromillions : un jackpot record de 243 millions mis en jeu ce vendredi,0
Ferrari relève ses prix de vente aux États-Unis en réaction aux nouveaux droits de douane de Trump,0
"""Compenser une injustice séculaire"" : en Italie, un démocrate souhaite l'attribution unique du nom de famille de la mère",0
Le groupe de médias britannique Sky envisage de supprimer 2000 postes,0
"Féminicide de Mérignac : l'ex-mari de Chahinez Daoud ""conscient"" de son acte malgré son ""délire paranoïaque""",0
"ChatGPT permet désormais de créer des images inspirées du studio Ghibli, sans l'accord du studio",0
"""Des millions de personnes pourraient mourir"" : les États-Unis vont arrêter leur soutien vaccinal aux pays en développement",0
"Après 100 jours à Matignon, François Bayrou mécontente une large majorité de Français",0
"Ligue des champions : l'UEFA ouvre une enquête contre Mbappé et plusieurs joueurs du Real Madrid pour ""comportement indécent""",0
Affaire libyenne : sept ans de prison requis contre Nicolas Sarkozy,0
"Basket : ""flou"" pour Wembanyama, ambitions, 16 présélectionnés… Les mots de Fauthoux après le tirage de l'Euro 2025",0
Amsterdam : cinq blessés dans une attaque au couteau,0
"Boualem Sansal : Emmanuel Macron ""souhaite vivement"" qu'il puisse ""redevenir un homme libre""",0
Bouches-du-Rhône: le yachtStefaniavendu aux enchères 10 millions d'euros au profit de l'État,0
Spotify courtise les podcasteurs vidéo pour défier YouTube,0
"Cambriolages en série à Saint-Nazaire : les deux adolescents interpellés relâchés, un troisième toujours recherché",0
"Libération de Boualem Sansal : ""Nous ne sommes pas du tout en faiblesse vis-à-vis à l'Algérie"", déclare David Lisnard",0
"États-Unis : une étudiante turque arrêtée pour son ""soutien au Hamas""",0
"En pleine guerre commerciale, le groupe américain Walmart annonce investir 6 milliards de dollars au Mexique",0
"Émile : les proches du garçonnet remis en liberté, la piste criminelle se précise",0
"À l'Élysée, Emmanuel Moulin remplace Alexis Kohler par la force de l'évidence",0
"Le secrétaire général de l'Élysée Alexis Kohler annonce son départ, après dix ans au côté d'Emmanuel Macron",0
"Le patron de M6 est-il à l'origine de l'arrêt prématuré de ""TPMP"" ? Il brise le silence",0
Gironde : 6 individus face à la justice pour une vingtaine de vols de voiture,0
"Concert Solidarité Congo: les organisateurs acceptent son report, après une demande du préfet de police de Paris",0
"Basket : avec ou sans Wembanyama, les Bleus pas vernis au tirage de l'Euro 2025",0
L'organisation écologiste Just Stop Oil annonce mettre fin à ses actions chocs,0
États-Unis : le ministère de la Santé annonce la suppression de 10.000 emplois,0
"Piratage, hameçonnage… Les Français de plus en plus inquiets des fuites de données",0
"Nous y étions : la soirée duFigaro Histoiresur la ""fabrique du mensonge"" nazi",0
"Foot : ""Si Képhren fait quelque chose de mal, tu peux le gifler"", la drôle d'anecdote de Tudor après un échange avec Lilian Thuram",0
Le prix Femina recrute Isabelle Desesquelles et Oriane Jeancourt Galignani pour son jury,0
"""J'ai pris une très bonne leçon"" : le parquet requiert 18 mois avec sursis contre Gérard Depardieu",0
"Top 14 : bonne nouvelle pour le Stade Français, Paul Gustard confirme sa présence la saison prochaine",0
Le pape François apparaîtra en public pour Pâques malgré sa convalescence,0
Proche-Orient : un porte-parole du Hamas tué dans une frappe israélienne,0
Lituanie : course contre la montre pour retrouver quatre soldats américains disparus,0
Paris-Roubaix : 5 questions sur la présence de Tadej Pogacar… et un immense défi qui fait saliver,0
Égypte : six morts dans le naufrage d'un sous-marin touristique en mer Rouge,0
"Ligue des champions : ""Mon équipe aura moins de pression, car on va m'insulter"", Emiliano Martinez lance déjà PSG-Aston Villa",0
"""Kit de survie"" de 72h : l'UE demande à ses citoyens de se préparer aux risques de catastrophes naturelles et de guerre",0
Nuit de violences près de Lyon après l'arrestation de deux jeunes mineurs,0
Automobile : pourquoi les nouveaux droits de douane de Donald Trump inquiètent les géants américains,0
Turin : l'impressionnante chute mortelle d'un car dans un fleuve,0
"""Parle avec respect !"" : de nouvelles images de l'explosive réunion de la LFP avec Labrune, Al-Khelaïfi et Textor",0
"Formule 1 : ""Il ne peut plus s'exprimer verbalement"", un journaliste allemand donne des nouvelles de Michaël Schumacher",0
Lycée Notre-Dame de Garaison : plus de 30 témoignages de victimes ont été déposés devant la justice,0
"Le réalisateur palestinien oscarisé Hamdan Ballal, affirme avoir été agressé par des "" colons israéliens """,0
"Soudan du Sud: après l'arrestation du vice-président, l'opposition prononce la fin de l'accord de paix de 2018",0
Tennis : pourquoi Arthur Fils est en train de changer de dimension et se rapproche du top 10,0
Essonne: l'auteur présumé de la rixe mortelle mis en examen et écroué,0
"Rugby à 7 : nouvelle star du XV de France, Louis Bielle-Biarrey en renfort pour les JO 2028 ?",0
"Gaza: 855 morts annoncés par le ministère de la Santé du Hamas, depuis la reprise des frappes israéliennes",0
L'architecte Philippe Prost désigné pour transformer la place de la Concorde en jardin,0
TikTok Shop arrive en France sous la surveillance des autorités,0
"Pour sa première visite en Occident, le président libanais reçu en France",0
"Élisabeth Borne : "" En un an, les signalements pour armes blanches à l'école ont augmenté de 15 % """,0
Villeurbanne : un adolescent mortellement fauché à trottinette par un chauffard qui prend la fuite,0
"Ossements déplacés, traumatisme facial, piste familiale : ce que l'on sait de la mort d'Émile",0
"""Il n'y aura que des perdants"" : les nouveaux droits de douane de Trump font trembler les constructeurs automobiles",0
"""L'Algérie vaut mieux que ça"" : le soutien quasi unanime en France à Boualem Sansal",0
"À Lyon, un bouchon à volonté façon ""Grands Buffets"" va s'installer au cœur du Vieux-Lyon",0
Essonne : une femme meurt après avoir été poussée sur les rails du RER par un homme en fugue d'un hôpital psychiatrique,0
"Après cinq ans de travaux, la Frick Collection de New York dévoile son nouvel écrin",0
Ligue des champions : la prime XXL touchée par les joueurs du Real Madrid… après leur victoire face à leur rival,0
États-Unis : le gouvernement supprime ses millions de dollars de récompense pour la capture de dirigeants talibans,0
Une nouvelle campagne de vaccination anti-Covid à destination des plus fragiles,0
PSG: Marquinhos et sa femme touchés par un drame familial,0
