cleaned,is_satirical
Ce qui ne change pas en France à partir du 1er décembre,1
"La soirée décolle après que quelqu'un a employé les mots ""Loi Carrez"" et ""parquet flottant""",1
"La "" soirée sans enfants "" se passe finalement avec des enfants",1
"Pour rendre la guerre plus humaine, les mines feront désormais un compliment avant d'exploser",1
Il profite du brainsto dans l'open space pour se focus sur la strat corpo et finit son bench juste avant la deadline,1
Un astronaute de la NASA perd son stagiaire pendant une sortie dans l'espace,1
"8 ans plus tard, un enfant disparu au spectacle d'Eric Antoine réapparaît derrière une oreille",1
10 tronçonneuses pour remporter une élection,1
"Black Friday – Elle fait l'affaire du siècle en cliquant sur ""supprimer mon panier""",1
Votre mère vient d'avoir votre tante au téléphone et apparemment votre cousin va se marier,1
5 incohérences historiques dans le Napoléon de Ridley Scott,1
"Netflix renouvelle Narcos pour une saison 4 autour "" du cartel du Sénat """,1
Elle parvient enfin à adopter un mode de vie sans voiture en utilisant celle des autres,1
"L'homme qui tenait le restaurant ""Phô pas s'en faire"" en banlieue de Saint-Étienne n'était pas vraiment vietnamien",1
Uno – Le jeu annonce l'arrivée d'une carte 49.3 pour contrer un +4,1
Il met un coquillage à son oreille et entend Olivier de Kersauson l'insulter,1
Peut-on encore dire qu'on ne peut plus rien dire ?,1
Islande – Les journalistes effrayés par le risque d'une éruption volcanique dans un lieu imprononçable,1
Elle dit que la vie est nulle alors qu'elle peut manger des Choco Trésors tous les jours si elle le veut,1
TEST – Quel membre des Républicains vous regarde dormir ?,1
10 astuces pour faire oublier l'antisémitisme de votre parti d'extrême-droite,1
Les 10 dates clés de l'amitié entre les Juifs et le RN,1
Pôle Emploi va proposer 5000 postes de médiateurs dans la bande de Gaza,1
Elle regrette immédiatement d'avoir dit à son amie qu'elle serait là pour elle si besoin,1
Déco – Notre classement des plus beaux plafonds de verre,1
"Pour repousser les punaises dans le métro, Valérie Pécresse propose d'augmenter de 15 euros le Passe Navigo",1
Un ancien élève de Sciences-Po dit qu'il a fait Sciences-Po seulement 67 fois par jour,1
Un enfant reçoit une PS5 pour son anniversaire alors qu'il avait demandé la paix dans le monde,1
"Drogues, crimes, écriture inclusive : Comment se sentir en sécurité ?",1
TEST – Êtes-vous une écluse ?,1
Insolite : un enfant monte le toboggan par l'escalier,1
"Stand-up : L'humoriste préféré des spectateurs est le serveur ayant fait la blague ""un verre d'eau ? C'est 15 euros !""",1
L'Afrique du Sud sacrée championne du monde d'un sport de merde dont on se fout,1
USA – Notre classement des fusillades 2023,1
Test : Quel âge aviez-vous quand la coupe du monde de rugby a commencé ?,1
Fin de cavale pour la mère de famille qui pesait les poivrons bio au prix des poivrons en vrac,1
Crise du logement : le gouvernement pourra réquisitionner à tout moment votre clic clac,1
"Pour soutenir la lutte contre le gaspillage énergétique, la Tour Eiffel sera illuminée en vert pendant 7 jours",1
"Restos du Cœur – Pour renflouer les stocks, les Enfoirés seront abattus et mis en conserve",1
Le Havre – Un combat de truites clandestin se solde par un match nul,1
"Se regarder dans le miroir à la salle de sport sera bientôt facturé 3,99 €",1
"Mathilde Panot fait son mea culpa et reconnaît que le Hamas "" n'est pas toujours très sympa """,1
"Guerre, inflation, météo, retour du reggaeton – Pourquoi tout est de la faute de Benzema ?",1
EasyJet – Les pilotes débutants autorisés à mettre des petites roues,1
Il apprivoise une punaise de lit pour ne plus jamais dormir seul,1
Le chirurgien d'Antoine Dupont rassurant sur la capacité du joueur à regarder les demi-finales à la télé,1
"Par mesure de sûreté, Gabriel Attal prévoit la suppression de 6500 postes d'enseignants en 2024",1
Il regrette un peu d'avoir hypothéqué sa maison pour des NFT,1
"La 1ère édition de ""LOL : Qui paie ses impôts en France, sort ! "" débarque sur Amazon Prime",1
L'assassin de Dominique Bernard encourt une condamnation à dix cours d'empathie,1
Le pays tout entier décide d'acheter un voilier et de se casser au plus vite loin de tout ça,1
Bien vivre son antisémitisme en France,1
Beauté – Quel monoï choisir pour la fin du monde ?,1
Il achète une hache et parvient à régler tous ses problèmes,1
Le gouvernement israélien accusé d'avoir ignoré les avertissements d'une irruption de Bernard-Henri Lévy dans le débat,1
"Paris – Après avoir pris la ligne 8, elle découvre que son appartement est infesté de contrôleurs",1
Il est heureux de voir son fils échouer là où il a également échoué,1
Dieu décide de mettre la Terre dans du riz pour voir si elle peut se réparer d'elle-même,1
Paris – La mairie de Paris se veut rassurante malgré la présence d'une punaise de lit de 23 mètres de haut,1
"PSG – Conscient de ses erreurs, l'entraîneur Luis Enrique annonce qu'il alignera 9 attaquants contre Rennes",1
Comment les punaises de lit font le jeu du Rassemblement national,1
Le prix Nobel de littérature attribué à un graffiti sur un mur de toilettes d'un bar de Rennes,1
Paris – La police neutralise un homme qui terrorisait les comedy clubs en riant à absolument toutes les blagues,1
Il éclate de rire devant une pub Sosh,1
"Pour plus de réalisme, le nouveau code de la route sera rédigé intégralement en insultes",1
Ecologie – Faut-il remplacer Emmanuel Macron par un arbre ?,1
"Contrairement à ce qu'ils racontent, la soirée d'hier n'était pas si "" ouf "" que ça",1
Augmentation du prix de l'essence – Le gouvernement va offrir à tous les Français une formation d'homme-canon,1
Elisabeth Borne aurait besoin de deux fois plus de 49.3 pour continuer à ressentir les effets,1
Alcool et santé – Le ministère de la Santé renommé ministère de la Gueule de bois,1
"En réponse à la visite du pape à Marseille, la prochaine saison des Marseillais aura lieu au Vatican",1
"Keynote Apple – Trois minutes après le début de la présentation, un iPhone 15 meurt d'obsolescence programmée",1
"La ministre de la Culture promet des cellules de garde à vue ""tout confort"" pour les journalistes",1
10 prénoms à donner à vos punaises de lit,1
"Débarrassé de son iPhone 12, il peut enfin dormir sur ses 4 oreilles",1
"À seulement 1 an et demi, il sait déjà dire ""Papa"", ""Maman"" et ""Shrinkflation""",1
"Un touriste dépense immédiatement 1000€ après avoir été appelé "" mon ami """,1
"Pour limiter la pollution plastique, les préservatifs seront désormais en verre consigné",1
Astrologie – Mercure percute accidentellement un semi-remorque sur l'A6 en rétrogradant trop tôt,1
"Rencontre avec Poutine : Kim Jong un rentrera en Corée en train plutôt qu'en avion ""juste au cas où""",1
Numéro spécial shrinkflation – 50 pages de moins pour le même prix,1
Inflation – Où revendre sa voiture pour s'acheter de l'essence ?,1
"On a testé la formation à 30000€ "" Comment cesser de gaspiller son argent """,1
Mayotte – Le Maroc propose son aide à la France,1
Il a hâte qu'elle arrête de parler d'elle pour qu'il puisse enfin parler de lui,1
Paris 2024 – Les épreuves de natation finalement organisées dans une piscine à boules,1
Il n'est toujours pas bilingue après 10 ans à regarder des séries en VOSTFR,1
Le guide pour faire semblant de s'y connaître en rugby,1
Nantes – il n'a encore fait aucune recette de son livre Simplissime,1
Pour mieux les combattre Gérald Darmanin demande aux élus RN d'arrêter d'être toujours d'accord avec lui,1
UGC propose des places à 100 euros pour avoir un siège sans punaise de lit,1
300 punaises de lit se disputent pour savoir qui prendra le lit du haut,1
Rentrée – Tout ce qui change à l'école pour votre enfant,1
"Rentrée – Il se fait exclure de sa formation de mime après avoir répondu "" Présent """,1
Acheter ses fournitures scolaires sur le Darknet,1
"Après avoir loupé une marche, Gad Elmaleh voit toute la vie de Jerry Seinfeld défiler devant ses yeux",1
Il réalise qu'il a vieilli depuis qu'il a besoin de s'épiler les poils de nez,1
"Après l'abaya, Gabriel Attal souhaite aussi interdire les dégradés chez le coiffeur",1
Bruno Le Maire se fait retirer 2 côtes pour pouvoir se féliciter de son bilan,1
On peut désormais scanner Hugo Clément sur Yuka,1
Le Grau-du-Roi – Il meurt étouffé après avoir rentré le ventre pendant plus d'une heure,1
Toutes nos astuces pour survoler la Russie en toute sécurité,1
Canicule – Météo France tente d'apaiser le soleil en sacrifiant Evelyne Dhéliat,1
"Emmanuel Macron veut une rentrée "" dès le 1er juillet "" pour les enfants de chômeurs",1
L'avion qui transportait la dépouille de Prigojine s'écrase à son tour,1
"Elle est fichée Banque de France parce qu'elle n'a pas remboursé sa dette Tricount de 0,79€",1
"Pour se rafraîchir, le gouvernement conseille de regarder des films de Noël",1
Test – Faites-vous les choses à moitié ou,1
Un milliardaire s'injecte du sang de millionnaire pour paraître plus proche du peuple,1
"Keno, Cash, Iliko – Quels jeux à gratter pour financer la rentrée scolaire ?",1
Le chien policier qui chassait sa propre queue retrouvé avec 30 grammes de cocaïne dans le rectum,1
Chaussures bateau : jusqu'à quand ?,1
Elle le quitte après avoir regardé à l'intérieur de ses Air Pods,1
"Il laisse sa copine l'appeler "" Bibou "" devant tout le monde",1
"TGV – l'homme qui lit ""Milliardaire, mode d'emploi"" voyage en seconde classe",1
Météo – Toutes les démarches pour se faire rembourser son été,1
"Conformément à ses dernières volontés, les cendres de Geneviève de Fontenay seront jetées au visage de Valérie Bègue",1
"Selon une étude, il faudra atteindre 1 257 témoignages pour prendre au sérieux les accusations contre Gérard Depardieu",1
"Pour revenir plus rapidement au travail, Aurore Bergé propose de raccourcir de 2 mois le temps de grossesse",1
Toutes les activités à faire au péage de Saint-Arnoult,1
"Test : êtes-vous juilletistes, aoûtiens ou pauvres ?",1
"Polémique après que la cagnotte en soutien à Gérald Darmanin a atteint 3,60 euro",1
Test – Êtes-vous paranoïaque ou simplement sur écoute ?,1
"Pour attirer un public plus jeune, la Provence va autotuner le chant des cigales",1
"Personne n'ose lui dire que son appareil photo "" vintage "" fait des moins belles photos que son iPhone",1
"Fonds Marianne – Marlène Schiappa affirme avoir "" tout fait pour honorer la mémoire de Samuel Machin """,1
Quels prêts bancaires choisir pour vos billets de train ?,1
Éducation – Gabriel Attal annonce deux heures d'éléments de langage obligatoires dès le CP,1
Remaniement : Aurore Bergé nommée ministre en charge de la Récupération politique,1
Tour de France – Le peloton en grève après avoir découvert qu'une étape menait à Bourg-en-Bresse,1
Toujours aucune nouvelle du non-voyant qui avait pris un grizzly-guide,1
14-Juillet : Quelle guillotine acheter près de chez vous ?,1
Test – Combien valent vos organes sur le marché noir ?,1
"Un recruteur et un candidat jouent à ""Qui parlera du salaire en premier ?""",1
"Inquiet de se faire voler son job par une IA, il est finalement remplacé par Roger de la compta",1
Test : de quelle couleur est le cheval blanc d'Henri IV ?,1
Une mouche parcourt 600 km pour retrouver Michel Houellebecq,1
Lidl propose -30% sur les articles incendiés,1
Vacances – On est bientôt arrivés ?,1
Roissy – Frédéric Beigbeder contraint de faire passer son égo en soute,1
Parc d'attractions – GoebbelsLand : Les raisons d'un échec,1
Émeutes – Eric Dupont-Moretti en appelle aussi à la responsabilité des grands-parents et des animaux de compagnie,1
Sa carrière d'archéologue prend fin brutalement après 15 minutes de latin,1
L'attaque à la trottinette-bélier contre le domicile d'Anne Hidalgo fait 1 blessé léger,1
8 choses à éviter si vous êtes allergique au cyanure,1
JO 2024 : Désistement des 6 derniers touristes qui voulaient encore venir en France,1
La cagnotte en ligne pour le chasseur dans Bambi atteint des records,1
Afida Turner porte plainte suite à la fuite sur Internet de photos d'elle habillée,1
"Pour chaque paire de chaussures vendues, Nike s'engage à planter une usine en Asie",1
Devenir policier en moins de 15 minutes,1
"Retard – La roue des excuses de la RATP s'arrête sur ""Malaise voyageur""",1
Xavier-Dupont de Ligonnès finalement retrouvé derrière les coussins d'un canapé,1
"Violences policières – Gérald Darmanin annonce "" une distribution exceptionnelle de flyers "" dans tous les commissariats",1
"Qui est Manuelos Vallos, ce joueur inconnu qui postule pour remplacer Benzema au Réal Madrid ?",1
5 slips de bain pour qu'elle vous quitte cet été,1
Fashion Week : un homme en pantacourt abattu in extremis par les services de sécurité,1
"Si les partages de compte continuent, Netflix menace la France d'une prochaine saison d'Emily in Paris",1
Ocean Gate annonce avoir déjà vendu toutes les places pour l'exploration du sous-marin disparu,1
100 prétextes pour reprendre une pinte,1
"Sur son lit de mort, un employé de Dailymotion voit toute sa vie défiler en 144p",1
5 recettes de grand-mère pour se débarrasser de sa grand-mère,1
Rugby – Emmanuel Macron fête la victoire des Poussins de Montauban en vidant un Actimel cul-sec,1
Voiture – Le siège du milieu encore occupé par le membre le moins apprécié du groupe,1
ARCOM – Cyril Hanouna obtient un 10ème coup de tampon sur sa carte de fidélité et remporte une menace gratuite,1
"Pour réduire son nombre d'adhérents, Pôle Emploi remplace sa musique d'attente par 1h15 de crissements de craie",1
"Par un procédé révolutionnaire, des scientifiques réussissent à transformer la Contrex en eau",1
"Inspirant – Abandonné dans une station service, ce chien est aujourd'hui le PDG du groupe TOTAL",1
"Crématorium – Bleu, à point, bien cuit, quelle cuisson choisir pour vos proches ?",1
MMA – Comment Éric Zemmour a perdu son duel face à Chat GPT,1
Le supporter des Girondins qui a agressé un joueur condamné à revoir tous les matchs de son club en intégralité,1
"Mort de Berlusconi : Macron salue la mémoire "" d'une figure majeure de la gauche """,1
Daltonisme – Il voit les couleurs pour la première fois et peut enfin devenir raciste,1
Agression – Gérald Darmanin rappelle les gestes à avoir lorsqu'on est victime de Gérald Darmanin,1
La cocaïne non-utilisée du Festival de Cannes sera reversée à des associations,1
Mobile Club garantit maintenant ses iPhones en cas de crise de rage quand votre équipe de foot perd un match,1
Destruction du barrage de Kakhovka – Le zoo de Thoiry envoie 12 castors à l'Ukraine,1
"Mort de Silvio Berlusconi : 5000 archivistes réquisitionnés pour ""trouver un truc bien à dire sur lui""",1
"Depuis 10 ans il se fait passer pour un généraliste en disant juste "" y'a plein de virus qui traînent en ce moment """,1
Sécheresse : le gouvernement conseille aux Français de s'hydrater avec leur salive,1
Roland-Garros : Plusieurs tennismen français en 2e semaine dans la cabine de France Télévisions,1
Où partir cet été avec l'argent du fonds Marianne ?,1
"20 ans plus tard, Antoine de Maximy retrouve le pass de son immeuble et part dormir chez lui",1
Le conseil scientifique recommande des micro-siestes de 8 heures,1
Elle ajoute une expérience de commerciale sur son CV après avoir négocié un t-shirt sur vinted,1
Chine – Une femme donne naissance à 2 magnifiques employés,1
Il est un peu moins efficace depuis qu'il télétravaille aux Seychelles,1
"À 40 ans, il abandonne ses rêves de faire de la musique et se lance dans le reggaeton",1
Il se dit sapiosexuel alors qu'il n'est même pas intelligent,1
Roland Garros – La Tour Eiffel s'éteindra ce soir en mémoire des joueurs Français,1
"Elle donne enfin rendez-vous "" lundi en 8 "" au lieu de dire "" pas celui-là celui d'après """,1
Notre classement des pétainistes trop sympas,1
"Top Chef : Mathieu éliminé après un "" pudding revisité "" qui avait quand même le goût de pudding",1
Les SDF contraints de quitter leurs tentes pour loger les employés des JO de Paris,1
Une intelligence artificielle inquiète qu'un humain puisse remplacer son travail,1
On a testé pour vous : pleurer sous la douche en pensant à sa vie,1
"Le CNC force Justine Triet à réaliser ""Qu'est-ce qu'on a fait au bon Dieu ? 4""",1
"Inflation : le sourire de la caissière passe à 3,99 euros",1
Lithothérapie – 8 pierres pour se protéger des arnaques,1
Pour nourrir sa famille Bruno Le Maire obligé d'improviser avec des restes de saumon,1
Inflation : Top Chef contraint de demander à ses candidats de cuisiner des pâtes au beurre,1
"Après seulement 3 semaines de salle de sport, il ressent déjà les bénéfices réalisés par la salle de sport",1
"Pour ne pas être remplacé par Chat GPT, il devient acteur porno",1
"Tinder songe à ajouter une fonctionnalité pour permettre aux hommes de ""swiper"" à gauche",1
Il refuse de regarder un film d'une heure et demie pour regarder 1800 vidéos Tik Tok de trente secondes,1
Un groupe d'adultes passe toute une soirée à essayer de deviner lequel d'entre eux est un loup garou,1
Festival de Cannes – Les 10 repris de justices qui monteront les marches l'année prochaine,1
"Écologie – À peine arrivé au paradis, un militant éteint la lumière au bout du tunnel",1
Super-héros – L'homme mordu par une moule génétiquement modifiée n'a toujours sauvé personne,1
Un chauffeur de bus suspendu pour ne pas avoir salué un autre chauffeur de bus sur le chemin,1
Un producteur inconscient envisage un divertissement sans Jonathan Cohen,1
Economie d'eau – Les piscines de Perpignan pourront contenir jusqu'à 60% d'urine,1
En finir avec le biniou,1
"Écologie – Une militante exclue après avoir nourri son bébé en faisant "" atterrir le petit avion """,1
L'Enfer se dote enfin d'un accès pour personne à mobilité réduite,1
"Il prononce 3 fois ""Sophie Davant"" devant son miroir et en tire 20€",1
"Apple – Succès mitigé pour le lancement de l'emoji "" Rognon """,1
Sa timidité au bar le sauve d'un futur divorce désastreux avec des enfants qui le détestent,1
Couronnement de Charles III – Notre guide pour s'en foutre,1
Bon plan – 5 bars où chercher la bagarre,1
"Selon une ""coach de vie"", le secret du bonheur consiste à demander 150€/heure",1
Des archéologues découvrent les Conditions Générales d'Utilisations de l'Ancien Testament,1
TEST : Votre chat est-il haut-potentiel ?,1
La France des slips – Nos révélations,1
TEST : Êtes-vous dispo jeudi en 8 ?,1
Elle sombre dans la dépression après qu'Yves Rocher oublie de lui souhaiter un joyeux anniversaire,1
Une étude sur la taille du pénis démontre que vous allez cliquer sur cet article,1
"Elle croit dur comme fer à l'horoscope, l'homéopathie et la méritocratie",1
TEST – Quelle aire d'autoroute êtes-vous ?,1
Un Polonais abandonne et ne corrige plus les gens qui écorchent son nom,1
""" Lol "" – Après la polémique, Tex annonce qu'il refuse de participer à son tour à l'émission",1
Ce restaurant novateur reste traditionnel quand il s'agit d'embaucher des sans-papiers,1
"Le Creuset, Tefal, Staub – Quelle casserole pour renverser la Ve République ?",1
Sécheresse – La ville de Roubaix interdit à ses habitants d'arroser leur béton,1
TPMP : Cyril Hanouna a-t-il eu raison d'inviter Nordahl Lelandais pour parler des retraites ?,1
Les toilettes du bar sont étrangement propres,1
"Selon une étude, ajouter des "" O "" et des "" I "" à la fin des mots permettrait de parler correctement italien",1
"96% des coachs en séduction avouent que le meilleur conseil reste "" Sur un malentendu ça peut marcher """,1
Un DRH déçu qu'un candidat aborde la question du salaire,1
Ce qu'il fallait retenir de l'allocution d'Emmanuel Macron,1
Marlène Schiappa met sa couverture Playboy aux enchères pour rembourser le Fonds Marianne,1
Votre pyramide est-elle éligible à la fibre ?,1
""" Le bon vivant "" était en fait un alcoolique bourré de cholestérol",1
"Il devient expert en féminisme après avoir lu la préface de ""Sorcières"" de Mona Chollet",1
Oenologie : il a épuisé tous les adjectifs qu'il connaissait au bout de deux gorgées de vin,1
10 astuces toutes simples pour échapper au contrôle mental du gouvernement reptilien,1
Un serrurier confesse qu'à 64 ans il n'aura plus la force d'arnaquer les clients,1
187 citoyens tirés au hasard seront consultés sur la question de la fin de vie d'Elisabeth Borne,1
"Retraite, inflation, guerre – les conseils d'un bon chien chien",1
Brad Pitt se laisse encore un an avant d'aller voir le portrait qui vieillit à sa place dans son grenier,1
Son imitation de Garou n'amuse pas ses invités autant que prévu,1
Paris – Un référendum local se prononce à 90% pour l'interdiction des Parisiens,1
"Après Marlène Schiappa dans Playboy, Gérald Darmanin annule son tournage avec Papacito",1
Elle ne sait pas si elle est encore amoureuse après qu'il lui a parlé de crypto-monnaies,1
"TikTok – Le gouvernement met en garde contre le "" partage tes données bancaires challenge """,1
10 astuces simples pour réagir sans paniquer quand un troupeau de zèbres traverse votre restaurant Burger King,1
5 conseils d'Olivier Dussopt pour avoir moins de charisme,1
On n'a pas envie de faire des blagues de merde jusqu'à 64 ans,1
"Ordure, poubelle, polenta : les nouveaux mots interdits",1
Drame – Cyril Hanouna,1
Paris – Un Québécois meurt de faim car personne n'arrivait à le comprendre,1
Paris – Anne Hidalgo veut interdire la trottinette électrique aux rats,1
Emmanuel Macron propose finalement la retraite à 63 ans et 12 mois,1
Un couple suit un atelier cuisine en pensant réellement refaire la recette chez eux,1
Ils s'envoient 40 messages vocaux mais refusent de s'appeler,1
Cinq enfants qui vous convaincront de ne pas en avoir,1
Stéphane Bern hospitalisé d'urgence après l'annonce du report de la visite de Charles III,1
Fact checking : Emmanuel Macron a-t-il retiré son caleçon en direct ?,1
Notre classement des meilleurs pavés de France,1
Vladimir Poutine réclame une enquête internationale sur le recours au 49.3 en France,1
"Ramadan : 1er jour de "" même pas un verre d'eau ? "" pour les musulmans du monde entier",1
Ce qu'il fallait retenir de l'entretien d'Emmanuel Macron,1
​Le rapport du GIEC annonce qu'il n'y aura bientôt plus assez d'arbres pour imprimer le prochain rapport du GIEC,1
"Pour redorer son image, le SNU change de nom et devient la "" Jeunesse Macronienne """,1
"Laissé sans surveillance par Élisabeth Borne, un 49.3 circule en liberté dans Paris",1
Climat : ce qu'il faut retenir du rapport de synthèse du Giec,1
Parcoursup : les étudiants intéressés par les métiers de la culture seront directement inscrits sur le site de pôle emploi,1
Laissé sans surveillance pendant dix minutes le logiciel Chat GPT écrit le scénario d'Alibi . Com 3,1
49.3 raisons de tout cramer dans le respect des lois républicaines,1
5 précédents cas dans lequel le gouvernement a dû avoir recours au 49.3 pour faire passer une loi,1
Le télescope James Webb découvre les idées de gauche d'Emmanuel Macron à 8000 années-lumière,1
Un dentiste menacé de mort parce qu'il ne recommande pas Sensodyne,1
5 trucs tout simples pour grossir,1
PSG : Kylian Mbappé prolonge son contrat de deux éliminations supplémentaires en 1/8e,1
Elle obtient enfin un rendez-vous chez le pédiatre pour son fils le jour de ses 18 ans,1
"Après Brad Pitt aux César, Frédéric Diefenthal a honoré les Oscars de sa présence",1
Après huit tentatives il réussit enfin le test pour savoir s'il est HPI,1
"Olivier Dussopt : "" Les deux années de cotisation supplémentaires serviront à comprendre la réforme """,1
Inflation – Quelle épicerie braquer dans votre région ?,1
Sa journée de télétravail devient extrêmement productive après 25 minutes sans se masturber,1
Tony Estanguet annonce que se plaindre de Paris 2024 devient payant,1
"Elle veut regarder l'heure sur son téléphone, perd 2h sur Instagram et ne sait toujours pas quelle heure il est",1
Où suivre l'élimination du PSG en Ligue des Champions,1
Surpopulation – un militant écolo va interrompre votre coït,1
Inflation – Le gouvernement recommande aux Français d'utiliser un panier de courses plus petit,1
Emmanuel Macron offre un portrait de René Coty au président congolais,1
Attentat lors d'une projection du film de BHL : zéro mort,1
Pénurie – Par quel alcool remplacer l'eau dans votre Ricard cet été ?,1
La RATP va recruter 5000 employés chargés de venir s'excuser auprès des usagers mécontents,1
"Selon le FBI, Tik Tok aurait "" très probablement "" été provoqué par la fuite d'un laboratoire chinois",1
McDonald's va remplacer ses boîtes de cholestérol par des chips de néonicotinoïdes,1
"10 ans plus tard, il ne sait toujours pas pourquoi il a déménagé à Nancy",1
"La boîte de fromage à raclette "" 8 personnes "" était en fait pour 1 personne",1
Les hommes qui portent des charentaises pourront partir à la retraite dès 35 ans,1
"Votre meilleur ami remporte le César du meilleur acteur pour sa prestation dans "" Désolé, j'avais pas vu ton message """,1
"Travail, famille, patrie : et si c'était ça le bonheur ?",1
TEST : Quelle fausse promesse d'Emmanuel Macron êtes-vous ?,1
Olivier Dussopt élu personnalité de l'année par Elisabeth Borne,1
"Après BFM Business, lancement de BFM Pierre Palmade",1
Notre classement 2023 des voitures pour fuir son job et ne jamais revenir,1
"Bruno Le Maire demande aux pauvres d'être "" un peu plus créatifs """,1
"Olivier Véran : "" La retraite à 1200 euros sera garantie pour ceux qui ont commencé à travailler dès l'âge de 9 ans """,1
Sébastien Lecornu demande à Emmanuel Macron de suspendre toute relation diplomatique avec le Wakanda,1
"Saint-Valentin : les écologistes dénoncent le gaspillage annuel de milliers de tonnes de "" je t'aime """,1
Elle continue de donner l'âge de son enfant en mois alors qu'il a 7 ans,1
Saint-Valentin – Quel alcool choisir quand on est seul ?,1
"Déçu de ne jamais soulever la coupe de France, Lionel Messi met fin immédiatement à sa carrière",1
Arsène Wenger admet qu'il faisait appel à ChatGPT pour commenter les matchs,1
Pour améliorer la situation des seniors le gouvernement va doubler le nombre de jeux télévisés d'ici 2030,1
Réforme des retraites – La NUPES accusée d'obstruction parlementaire après avoir déposé 2000 amendements en Klingon,1
La Normandie abat un ballon espion breton au dessus du Mont-Saint-Michel,1
Levallois – Le projet de statue des époux Balkany finalement suspendu,1
Prix de l'Électricité : 100 astuces pour faire sa centrale nucléaire chez soi,1
Selon une étude personne ne lira cette étude,1
César 2023 : l'Académie assure que des femmes seront présentes pour servir les petits fours,1
"Selon une étude, 98% des grévistes seraient des "" bons coups "" au lit",1
Il allume sa télévision et ne tombe pas sur Guillaume Canet en promo d'Astérix,1
Le nouveau film primé à Sundance parlera de deux américains moyens un peu perdus sur fond de musique folk,1
La réforme de l'assurance-chômage prévoit également un coup de pied à chaque allocataire,1
Nos astuces pour tout casser et garder sa retraite à 62 ans,1
5 conseils pour avoir plus confiance en soi,1
ALERTE – Le RER B circulera normalement entre 10h et 10h07,1
Elle revient d'un weekend entre amis et ne remercie personne sur le groupe Whatsapp,1
Saisie record d'une centaine de passes Navigo aux frontières du périphérique,1
Congrès du PS – La victoire d'Olivier Faure toujours contestée par l'autre type,1
5 conseils pour prendre sa retraite avant 64 ans,1
5 conseils pour se faire retirer la garde de ses enfants et souffler un peu,1
Numéro spécial : 250 pages de chiots pour oublier l'actu,1
Un happiness manager ne se sent pas capable d'organiser des tournois de baby-foot en open-space jusqu'à 64 ans,1
Les chômeurs devront être équipés dès la rentrée d'un collier électrique,1
Les pharmaciens autorisés à délivrer des antidépresseurs sur simple présentation d'une simulation retraite,1
Isabelle Balkany demande une suspension de peine pour honorer sa thalasso de février,1
L'offense à Zidane bientôt passible de quatre ans d'emprisonnement et 300 000 euros d'amende,1
Brigitte Macron favorable au port de l'uniforme floqué LREM,1
Tendance – Mourir avant 64 ans pour éviter la réforme des retraites,1
Dry January – Les meilleures drogues pour compenser le manque d'alcool,1
"Inflation – La série "" Dix pour cent "" rebaptisée "" Vingt-cinq pour cent """,1
"Pour oublier le stress de la gestion de paie, un entrepreneur part 6 mois dans un monastère tibétain",1
"7 choses à retenir du livre du prince Harry "" Le Suppléant """,1
Fact-check : Trop manger et trop boire pendant 15 jours est-il bon pour la santé ?,1
Iran – Toutes les nouveautés du Salon International de la Torture et de la Répression,1
"Cette année, vos bonnes résolutions seront prises directement par Gabriel Attal",1
""" Bonne année 2023 ! "" par cette connaissance dont vous n'avez aucune nouvelle depuis son texto "" Bonne année 2022 ! """,1
"Selon Emmanuel Macron, personne n'aurait pu prévoir que le soleil se lève le matin",1
Bangladesh – Une ouvrière de 14 ans heureuse que vous vous soyez amusés pendant une heure avec le pull de Noël qu'elle a fabriqué,1
Covid-19 – Le ministre de la santé favorable au retour du port du masque obligatoire sous le menton,1
Personnalité de l'année 2022 – L'argent du Qatar,1
Il réalise enfin le rêve de sa vie d'être propriétaire à Paris,1
"Après une heure de recherche, elle renonce à trouver la case de son calendrier de l'avent",1
"Pour combler le manque de maternités, le gouvernement s'engage à former les taxis au métier de sage-femme",1
Guide de survie Coupures électriques – Hiver 2022,1
""" Vous êtes vraiment sûre de ne pas être disponible pour prendre un verre avec moi ? "" par Gérald Darmanin",1
Mondial : Des activistes traînés sur plusieurs centaines de mètres après s'être collés aux jambes de Mbappé,1
La RATP annonce une hausse de 10€ des sommes prélevées par les pickpockets dans le métro,1
Une petite fille qui prétendait fermer le robinet quand elle se brosse les dents arrive au second tour du congrès EE-LV,1
Coupe du monde 2022 – Un mauvais réglage de la clim provoque des chutes de neige pendant un match,1
Interview du Français qui boycotte encore la Coupe du monde,1
Fact-check – Le beaujolais nouveau est-il meilleur après le 8e verre ?,1
Fact-check : Elisabeth Borne a-t-elle vraiment écrasé un pauvre avec un monstertruck ?,1
Emmanuel Macron propose de couper un doigt aux chômeurs à chaque emploi précaire refusé,1
Elle s'inquiète d'avoir 40 ans et de ne toujours pas avoir divorcé,1
Les services sociaux interviennent après qu'un couple a décidé d'appeler son enfant Bernard,1
Il achète le livre du Gorafi et couche avec 24 femmes le jour-même,1
L'ARCOM pense à l'éventualité de la possibilité de peut-être sanctionner C8 après la 10 000e plainte,1
Black Friday : Quel membre de la FIFA acheter ?,1
Il se fait tatouer en espérant avoir enfin une personnalité,1
"ORPEA s'améliore et propose une option "" gel douche "" à 399 euros par mois",1
Un chorizo raconte l'enfer des corridas,1
