headline,is_satirical
Savourer l’Été à Pleines Dents : 8 Recettes à Tester Avant la Fin de la Saison,1
Houten Wandpanelen: Authentieke Sfeermakers voor Jouw Interieur,1
Oise : elle se demande si elle est assez bien pour avoir un syndrome de l’imposteur,1
Etrange phénomène: de l’eau tombe du ciel,1
Moi puceau ? a bien grandi (texte intégral),1
Incendie en 🇲🇫 Les pompiers belges envoient des nains pour les petits feux,1
Nancy Pelosi aperçue en train de profaner le mausolée de Mao Zedong,1
"Joachin Phoenix écarté du rôle dans Joker 2, remplacé par un célèbre acteur français",1
"[ARTICLE réalisé par une IA] Un chorizo géant s’apprêterait à frapper la Terre, tuant toute vie.",1
🇧🇪 24 choses que vous ne savez peut-être pas sur la Belgique 🇧🇪,1
La Première photo de Joker 2 a leaké,1
"La vente de produit Niveo suspendue, l’appellation « crème » étant réservée aux produits laitier",1
"Pour être indépendant du gaz russe, l’Europe va ouvrir des fermes de pétomanes",1
NordPresse a testé pour vous les 5 meilleurs filets anti suicide qui pourraient bientôt être installés en Belgique,1
Startup : Il emprisonne la chaleur de la canicule dans des boîtes en vue de l’hiver,1
"Pour faire des économies sur tout, Bruno Le Maire recommande d’éviter de respirer de 8h à midi et de 14h à 18h",1
"Pour lutter contre les incendies de forêt et le gaspillage d’eau, Francis Lalanne propose d’envoyer des coupeurs de feu plutôt que des canadairs",1
Que faire en cas d’attaque de requin ? 5 astuces proposées par la rédaction de Nordpresse,1
GTA 6: Le perso féminin gagnera 20% de moins lors des braquages,1
Prenez garde : un rouquin aperçu à la mer du nord !,1
Voici les commentaires sur la mort d’un mineur électrocuté sur les voies du métro 👇,1
Incendies en Gironde: Jawad dit avoir « Seulement allumé le barbec pour rendre service »,1
Le gouvernement envoie BHL (et sa baignoire) pour lutter contre les incendies,1
Twitter Down: Les journalistes du monde entier ne savent plus sur quoi écrire.,1
Twitter est Down à cause d’une attaque coordonnée par Elon Musk et les Chinois du FBI,1
Flash News : Gérald Darmanin est décédé cette nuit dans un grave accident d’hélicobite,1
Une start-up belge lance la trottinette Tandem,1
Les rouages des cryptomonnaies,1
Mort de Shinzo Abe: Manuel Valls aperçu dans un avion pour Tokyo,1
Shinzo Abe est décédé d’un assassinat par balle.,1
Manuel Valls Candidat au poste de premier ministre Britannique,1
Paddington bear appointed by the queen to form a government,1
Boris Johnson démissionne,1
Le moustique tigre du Bengale fait sa première victime,1
Macron autorise les pots de départ pour les ministres restant moins d’une semaine,1
Les 3 meilleurs sites de rencontre,1
Captures d’écran du Twitter de Sophie Tissier.,1
Une nouvelle campagne contre l’alcoolisme démarre cet été en France.,1
Ukraine : la Russie envoie un missile sur un centre commercial : « C’était des magasins nazis »,1
Cours de math : il réussit une division par zéro et se retrouve en retenue,1
Départ en vacances : il tente de sauter le portique pour aller embrasser sa compagne une dernière fois comme dans les films et se...,1
Le gouvernement veut diminuer le temps des grossesses à 7 mois. (vidéo),1
La Cour Suprême des États-Unis autorise les hommes à retirer la chaise d’une femme quand celle-ci veut s’asseoir,1
Belgique : les camions anti-émeute remplacé par des trains lanceur d’eau ?,1
⚠️ Jean-Luc Melenchon élu premier ministre à l’issue des Élections,1
Il crée un bureau entièrement réalisé en rouleaux de papiers toilette de la pandémie de 2020.,1
BHL: « Je quitte la France si la NUPES gagne les Législatives »,1
Charleroi : il cambriole une maison pour 2 pots de moutarde laissés visibles,1
Dossier : l’aquaponie peut-elle sauver l’économie wallonne ?,1
⚠️ Jean-Luc Melenchon élu premier ministre au premier tour,1
"Le Baloot, proche parent de la Belote, jeu le plus populaire",1
Le patient zéro de la variole du singe déjà identifié,1
Poutine refuse de montrer son carnet de correspondance à ses parents,1
Stade de France: Les réfugiés retournent en Ukraine « c’est beaucoup trop dangereux la France »,1
Le gouvernement Macron décide de recruter directement à la sortie des prisons : « nous allons gagner du temps »,1
"Le piqueur en soirée a été identifié, il s’agit de Sonic Moche",1
Législatives françaises : Sandrine Rousseau se présente contre… Sandrine Rousseau,1
Grenoble: Elle vient en Burkini et seins nus à la piscine (Photo non censurée dans l’article),1
Zemmour décroche son premier grand rôle à Hollywood,1
Belgique: Il se nourrit exclusivement de frites pour maigrir et prend 100 kilos en un an,1
Élisabeth Borne accorde le droit de grève aux chômeurs,1
Didier Raoult perd son titre de plus gros melon de France au profit du futur premier ministre français (dans un univers parallèle)),1
Chute des marchés financiers en 2022: à quand la reprise?,1
La peine de François Fillon revue en cassation à trois ans dont deux avec sourcils,1
Assurance auto : comment sélectionner la meilleure offre au meilleur prix ?,1
89% des enfants HPI sont juste chiants selon une étude,1
Vie sexuelle de l’homme vieillissant,1
Livraison étonnante pour les soldats ukrainiens venue de Belgique,1
Duel à venir entre Poutine avec son ours VS Elon Musk avec un lance flammes,1
JDG part en guerre contre YouTube et arrête les « joueur du grenier »,1
Roblox désactive la censure des insultes pour plus de réalisme,1
Breaking news : les cours de math deviennent chouettes.,1
Un bébé retrouvé dans un puits a été sauvé par des fermiers cannibales,1
🇫🇷 La première piste cyclable sur autoroute est un succès,1
Affaire Fillon : l’ancien candidat à la présidentielle pressenti pour devenir le nouveau chef de gang du L.R.E. (Les Républicains Emprisonnés),1
Manuel Valls nommé « Ministre des trucs divers et variés » pour lui faire plaisir.,1
France : les pénuries d’huile de tournesol en réalité dues à l’organisation de glissades géantes vers la Mecque,1
Hotel du temps: Ardisson avoue: Drucker est un hologramme depuis 15 ans.,1
Comment aménager astucieusement votre terrasse ?,1
Valérie Pécresse dans la tourmente après s’être faite avoir par un faux Prince nigérian brouteur sur internet,1
Inclusivité : la 19ème tentative fut la bonne : l’équipe du premier chirurgien aveugle réussi sa première transplantation cardiaque,1
Joe Biden a félicité Bouteflika pour sa réélection en France,1
Les autoroutes belges vont devenir payantes : la vignette à la suisse arrive,1
Il prend au sérieux un horoscope du Gorafi et devient membre du M23 congolais,1
42% des Français ont voté avec des gants aujourd’hui.,1
Choisir des chaussures pour femme : quels sneakers pour quelle occasion ?,1
Débat de l’entre-deux-tours : la nullité de Marine Le Pen perçue par le robot Curiosity,1
Le taux de téléspectateurs endormis devant le débat des présidentielles en hausse de 23% par rapport à il y a 5 ans,1
Alerte enlèvement: Les 2 journalistes du Débat portés disparus,1
Élections françaises : le maire de Kiev console Anne Hidalgo après les violences qu’elle a subies,1
La Belgique va envoyer 7 soldats à la frontière russo-polonaise et avertie une dernière fois la Russie,1
"Fact-Checking: Non, le navire amiral Moskva n’a pas été coulé par les Ukrainiens",1
David et Laura donnent leur part d’héritage de Johnny à Valérie Pecresse,1
"Les Républicains ont reçu 34533 chèques pour 2305,42€ pour remboursement des frais de campagne de Pecresse",1
Scandale alimentaire : du chocolat Kinder retrouvé dans de la salmonelle,1
Présidentielle 2022 : « Non je n’ai pas agrandi la véranda d’Overton ! » dément Eric Zemmour,1
Les Balkany prennent en charge les 7 millions manquants de la campagne de Pécresse,1
Eric Zemmour commence une nouvelle vie après sa défaite,1
"Valérie Pécresse « Si on ne me rembourse pas, je n’aurai plus que 4,5 millions d’€ de patrimoine »",1
Fraude Fraude Fraude Fraude Fraude,1
La coupe du monde du Seum remise par la Belgique à Eric Zemmour,1
Gérard Depardieu se dit prêt à revenir vivre en France si Marine Le Pen est élue Présidente,1
Jean Lassalle élu au premier tour,1
Radio Londres #RadioLondres Premiers résultats de l’élection présidentielle française,1
La Belgique se lance dans la construction d’un escalier vers l’espace « Un moyen plus écolo d’aller vers Mars »,1
"« Si vous votez pour moi, je ne ferai absolument rien » – BLANC",1
Les 2 derniers électeurs d’Anne Hidalgo accueillis comme réfugiés en Belgique,1
90% des français ont recours au cabinet conseil MacGyver pour boucler les fins de mois,1
(VIDEO) Bactérie E.coli dans les pizzas : 2 minutes pour comprendre ce scandale sanitaire,1
"À cause d’une faute de frappe, Netflix interdit l’accès à son service aux rousses",1
Éric Zemmour promet de remettre la musique d’Akira dans tous les reportages télé sur le Japon et l’Asie,1
Des réfugiés envahissent le parking du Decathlon,1
Emmanuel Macron : « je ne sors jamais sans mon spray anti-Poutou »,1
Johnny Hallyday annule sa tournée russe,1
Poutine « La France veut attaquer la Russie alors qu’elle n’arrive pas à gérer 3 gauchistes et un chien » (vidéo),1
L’Italie décide de Boycotter la coupe du monde au Qatar,1
Zemmour s’est réveillé noir après avoir mangé Africain,1
Rendez au Sahara ce qui appartient… au Sahara!,1
Caroline Désir menacée !,1
Tarn : il invente un moteur au Champagne pour concurrencer les véhicules diesel et essence,1
Tanguy David quitte Reconquête après le vol de ses oreilles par Éric Zemmour,1
"Boycott : depuis la privatisation de la source d’eau de sa région par Nestlé, elle ne boit exclusivement que de la bière locale",1
"Mary Ten: Un Parcours Multidimensionnel d’Entrepreneuse, d’Investisseuse et de Chanteuse",1
Une entrepreneuse ukrainienne – Mary Ten,1
Augmentation du prix du chauffage : 5 astuces pour bien réussir un feu dans son salon,1
Sergueï Lavrov: « On a attaqué cet hôpital parce qu’il était rempli de bébés nazis »,1
#JeSoutiensMaBoîteAuxLettre,1
La belgique soutiendra l’Ukraine en envoyant des gaufres de liège,1
Le Convoi de la liberté en direction de Kiev : un beau succès d’après les organisateurs,1
"Russie : Francis Lalanne prêt à chanter pour l’Ukraine, Poutine prêt à cesser le feu",1
Invasion de l’Ukraine : la Russie ouvre un couloir humanitaire vers la Sibérie,1
"Lassé d’être associé au plat québécois, Vladimir Poutine change de nom et devient Vladimir Paella",1
Huy: Un DJ passe uniquement les Lacs du Connemara pendant toute une soirée.,1
Sandrine Rousseau : « Si on me moque c’est parce que je suis une femme noire »,1
Eure-et-Loir : Des vaches vertes chez un agriculteur du coin,1
Russie : Il s’engage dans l’armée après avoir fait un sans faute à sa journée d’appel,1
"La Qatar exclu de la prochaine Coupe du monde de football au Qatar, décident l’UEFA et la Fifa",1
Il écrit « Vladimir patine en Ukraine » et devient auteur pour Gad Elmaleh,1
Afida Turner est en Russie pour sauver l’Europe de la guerre,1
Le droit de vote accordé aux morts sur présentation de leur pass vaccinal,1
Humanitaire : Bernard-Henri Lévy se rend à Kiev et Arielle Dombass,1
Mélenchon : « L’Ukraine avait une jupe trop courte »,1
Ukraine: La Belgique envoie son porte-avion en mer noire pour combattre la Russie,1
Technologie et sommeil ? Parlons qualité !,1
Olivier Véran : »Fin des restrictions sauf pour les concerts des sosies de Johnny »,1
Deux morts et un blessé grave dans le cadre de la reconstitution judiciaire de l’affaire Alec Baldwin,1
"Ivre, Gabin de Vécu envoie le convoi de la liberté dans une zone de conflit en Ukraine",1
Le paiement en organe désormais possible lors de votre plein d’essence,1
"Emmanuel Macron : « Si vous me réélisez, Kylian Mbappé restera au PSG. »",1
Cause LGBT : la Russie s’engage à permettre aux personnes LGBT de participer aux combats,1
"Lassée par plus de deux ans de pandémie, l’Humanité s’octroie une guerre pour se changer les idées",1
A quoi sert un stockage professionnel ?,1
Ukraine : La France envoie son meilleur homme en mer noire pour combattre la Russie,1
Les Meilleurs Faucets Crypto: Gagner de la Crypto-Monnaie Gratuite en Ligne,1
Revue de PROFIT REX (Profitrex.io) – Un Bot de Trading Crypto AI Qui Aide Dans Vos Démarches de Trading,1
Le débat sur l’euthanasie reprend suite au discours de Pécresse,1
Trafic de sang humain non-vacciné sur le darknet : c’était du sang de boeuf !,1
Le port du masque désormais obligatoire chez les animaux,1
Marine Le Pen et Eric Zemmour ensemble vers l’Islam,1
Le convoi de la liberté envoyé en Ukraine contre la dictature,1
Didier Raoult ressuscite Lux Montagnier grâce à la Chloroquine,1
USA : une université obligée de placer des litières dans les classes pour les élèves furries,1
Convoi de la liberté : un manifestant bloque la Seine,1
Luc Montagnier est mort ? Toujours l’incertitude autour de la mort du Montagnier de Schroedinger,1
Gérald Darmanin serait en partance pour une tournée dans toute la France pour défendre le bilan de Macron,1
Afida Turner convainc Poutine to stop war en Ukraine,1
Gérard Darmon est mort de priapisme pendant la nuit,1
Zemmour: Un ancien membre des armées secrètes talibanes,1
Un fan de Spiderman tente d’imiter Spiderman avec du scotch (CA TOURNE MAL 😱),1
SONDAGES : Montée spectaculaire de Taubira. +5% en seulement 3 semaines,1
Les deux policiers suspectés d’avoir dérobé une importante saisie de MDMA nient toute implication,1
Il achète des actions Engie avec la prime chauffage et n’a plus besoin de travailler,1
Conseils pratiques pour créer un CV unique adapté à votre secteur d’activité,1
Transgenralité : il s’identifie comme un hélicoptère apache et est abattu par un missile sol-air dès son entrée sur le territoire français,1
Il arrive en retard au télétravail car son vélo d’appartement est cassé,1
"Chine : déclaré mort par l’Etat à cause d’un problème de logiciel administratif, la police l’abat pour réparer l’erreur",1
(VRAIE THEORIE DU COMPLOT) TOUT LE MONDE EST UN CLÔNE !!!!  LES CENTRES DE ️CLONAGE DES ILLUMINATI,1
"Canada : il part en forêt sans spray anti-ours car il a de bonnes défenses naturelles, il meurt déchiqueté",1
"Le réalisateur japonais aux multiples Oscars, légendaire cofondateur du studio Ghibli, Hayao Miyazaki, est parti paisiblement prendre un thé avec un ami à l’âge...",1
"Ivre, il confond un pingouin et un manchot.",1
"En plein milieu d’une conférence sur le zéro déchet et les circuits courts, il est pris d’une furieuse envie Big Mac",1
"Militant antifasciste, il apprend que les vrais fascistes sont les antifascistes et se tabasse lui-même",1
Niort : 1 mois qu’il refuse d’ouvrir son cadeau de Noël car il ne sait pas ce qu’il y a dedans,1
Windose 11 : déploiement massif  de la compatibilité avec l’ADN reptilien,1
"Le P.S. serait un parti de gauche, mais asymptomatique",1
Fabien Roussel : « il existe un communisme de droite et je compte bien le démontrer ! »,1
Freedom Convoy: Plusieurs millions de camions attendus à Ottawa,1
Trois causes courantes de panne d’une chaudière,1
La nudité désormais interdite dans le X pour éviter tous stéréotypes,1
L’OMS propose de déplacer tous les antivax sur une île,1
Emmanuel Macron se présentera uniquement au second tour de la présidentielle,1
Exclusif : Premières images du téléscope JWST,1
Paris : un contrôle de police en banlieue se passe bien,1
Une nouvelle étude sur des rats de laboratoire démontre qu’ils sont davantage intelligents que les complotistes,1
Top 5 des déchets encombrants lors d’un déménagement,1
Affaire Benjamin P. : Georges-Louis Bouchez extrêmement déçu : « j’aurais tellement aimé qu’il s’appelle Mohamed P. »,1
Un nouveau joueur français complètement vacciné fait son entrée parmi les favoris de Roland-Garros,1
Emmanuel Macron demande à Blanquer de choisir entre sa carrière internationale de DJ et son poste de ministre de l’éducation,1
Mettre 30 secondes son téléphone au micro-ondes permet de désactiver son pass !,1
Passage en force pour le nouveau pass lafrontiaire,1
"Albert Dupontel : « Castex c’est moi », la blague doit cesser",1
(VIDEO) Un nouveau variant sexuellement transmissible peut être détecté grâce à des autotests,1
Des chirurgiens greffent avec succès le cœur d’un porc sur un humain,1
Hidalgo a désormais plus de parrainages que d’électeurs,1
5 raisons principales pour lesquelles investir dans les crypto-actifs,1
Il invente la tasse pour gaucher et réussit en affaires !,1
"Santé : Après des années de loyaux service, la grippe décide de quitter la France  » Je ne me sens plus désiré ici »",1
Flash : Novak Djokovic serait en réalité enfermé dans une île prison en bordure de l’Australie !,1
Ebrahim Raïssi Guide Suprême de l’Iran fait son coming out,1
Crémation des Bogdanoff: Toute la région est contaminée au Botox carbonisé.,1
L’adaptation Française de Dragon Ball par Philippe Lacheau est en tournage,1
Faits divers : Dembélé viré du Paradis par Dieu pour être arrivé en retard à son jugement,1
Le pass vaccinal et la carte d’identité dorénavant exigés à l’entrée des points de deal,1
"Son horoscope lui conseille de faire une activité sensationnelle, elle finit paralysée",1
Belgique : des antivax dévastent une fromagerie parce qu’elle fabriquait du fromage « pasteurisé »,1
Le champion est retourné en Australie avec un VISA au nom de « No Vax Joe Covid »,1
6 millions de non-vaccinés prennent RDV pour le vaccin depuis que Macron leur a dit qu’il allait les emmerder.,1
Le 3eme Bogdanoff s’exprime : Mes frères me manquent beaucoup,1
"Fabricant de thé, il dépose la marque « Liber Thé ». Son produit cartonne chez les complotistes.",1
La reine Élisabeth II est décédée : l’Angleterre en deuil,1
Un nouveau drapeau à l’arc de Triomphe pour apaiser les tensions,1
Présidentielle : Défaite de Jacques Cheminade lors des élections des délégués de classe du collège Jacques Prévert,1
Les plus vieux s’en souviennent : retour sur la toute première conférence TEDx de l’histoire d’internet,1
"Après plusieurs années d’absence, Daesh revient avec sa nouvelle plateforme de streaming « Daesh TV »",1
"Faits divers : En pleine cavale, il décide de se réfugier dans le planète rap de Lacrim",1
L’OMS recommande le port de la camisole en complément des gestes barrières,1
"Sport : Uber Eat, Deliveroo et Just Eat, nouvelles équipes présentes au Tour de France",1
Grishka Bogdanoff n’était pas vraiment mort: Il vient de revenir de la 5eme dimension avec son frère,1
"Mort de Grishka Bogdanoff du Covid-19, non vacciné, il avait peur des piqures",1
"Après le retour gagnant de Benzema en Équipe de France, la Russie penserait à faire revenir Staline",1
Technologie : Les Nations-Unies instaurent officiellement la VAR pendant les guerres,1
Noel : Amazon rachète le Père Noel pour 300 millions d’euros,1
"TV : Après le « meilleur pâtissier » , M6 lance sa toute nouvelle émission : « Le meilleur raciste »",1
"Application : Lancement aujourd’hui de « Nationalité Go », la 1ère application qui permet de capturer les gens qui disent « si j’aurais »",1
Bijouterie : Histoire d’or va lancer sa toute première collection de bracelets électroniques,1
La vie de Stephen Hawking bientôt adaptée par Pixar,1
"Multirécidiviste, il est condamné à écouter les 25 albums de Jul, bande organisé et clasico organisé à la suite",1
Nicolas Sarkozy porte plainte contre Éric Zemmour pour plagiat,1
"Pour rassurer les parents, Marc Dutroux et Jean-Luc Lahaye assureront la vaccination des enfants",1
"En manque d’inspiration, Booba décide de se clasher lui-même",1
Noel : La Fnac va commercialiser l’intégrale des allocutions de Jean Castex,1
La primaire de la gauche se jouera à Koh Lanta,1
Christophe Castaner : « Esmeralda sera fichée S par précaution »,1
Nouvelle variante Omicron se transmet digitalement,1
Pierre Rabhi est mort,1
Macron ferme avec Mohammed ben Salmane: « Les journalistes devront être étourdis avant d’être découpés »,1
Enfin un club de rencontres pour les personnes non-vaccinées (GARANTI SANS PASS SANITAIRE),1
Calais: Elle retrouve une dent de migrant dans son poisson. (vidéo),1
Variant Omicron : Israël déclare la guerre à la Grèce !,1
Une radio FM va passer un autre titre de Toto que « Africa »,1
"Président, Eric Zemmour interdira les kebabs",1
Le Pen « Pour qu’il n’y ai plus immigrés en France je les naturaliserai tous »,1
Eric Zemmour se déclare candidat à l’élection présidentielle,1
La téléréalité Opération Séduction revient avec le couple présidentiel français,1
La FIFA autorise le lancer de pantoufle durant les matchs,1
10 histoires bizarres et drôles du football,1
Bielorussie: L’UE contre attaque avec le projet « Pot-au-feu »,1
"Ce père, vétérinaire, qui soufflait dans le cul des chevaux !",1
Comment bien choisir son séjour linguistique ?,1
Grippe aviaire: Une bulle de 4 poules imposée et le port du masque obligatoire pour les volailles.,1
Les chasseurs Francais envoyés se battre contre Boko Haram en Afrique,1
De Gaulle annonce sa candidature à la présidentielle !,1
Squid Game: 900 blessés graves et 488 morts légers dans les écoles belges,1
⚠️ Thomas Pesquet abattu en vol par un chasseur « J’ai cru voir un canard » (INTERVIEW-VIDEO),1
Enfin une pilule contre le complotisme créée par Pfizer (et ça fait bander aussi),1
Le cousin Ougandais D’Éric Zemmour parle pour la première fois: « il est raciste depuis qu’il s’est pris un râteau avec une Musulmane »,1
Mark Zuckerberg explique le logo de Meta [IMAGES],1
La véritable identité de Q révélée : il s’agit d’un troll russe !,1
Il réalise la première greffe de rein grâce à un tuto puis meurt en traversant la route,1
La Reine d’Angleterre Elizabeth 2 est morte. Elizabeth 2 est décédée. The Queen is dead,1
La Ville de Charleroi vous propose son atelier de véritable lithothérapie. 100% d’efficacité contre l’adultère.,1
Indemnité inflation : Jean Castex envisage la suppression d’un jour férié pour financer la prime de 100 euros,1
Chine : des opposants politiques utilisés pour faire gonfler artificiellement le nombre de pandas géants,1
L’Algérie et la France de nouveau en guerre,1
Le remake des Misérables par Zemmour paraîtra en 2022,1
"Atteint d’islamowokisme, ce bébé ne pourra plus jamais remarcher [PHOTOS]",1
Nicolas Ducont-Aignan veut catapulter les djihadistes en Angleterre,1
Zemmour vient de tirer dans un groupe de journaliste: 30 morts légers (VIDEO),1
"Le Brésil présente son traitement contre le Coronavirus, le résultat va vous étonner",1
HOMMAGE : Un lieu portera le nom de Bernard Tapie,1
Donald Trump est mort,1
"Squid game : suite au succès de la série, cette école remplace le neerlandais par le coréen dès la maternelle",1
L’état de santé des Français serait en lien direct avec le cours du Bitcoin,1
Mais qui est vraiment César ? Le futur président français se confie,1
Panne Facebook : le début du grand Reset se confirme,1
Panne Facebook #Facebookdown #Instagramdown : Une censure des résistants anti-pass ?,1
"Les dinosaures étaient antivaccins, et c’est ce qui aurait engendré leur extinction",1
Didier Raoult annonce sa candidature à l’élection présidentielle,1
L’obtention du COC pour votre véhicule importé,1
Emmanuel Macron manifestera tous les mardis devant l’ambassade d’Australie,1
Les Talibans présentent leur nouvelle force navale d’élite pour contrer les Américains dans les eaux internationales,1
Immersion avec J.M Blanquer: « Une réforme révolutionnaire est en marche »,1
La France stoppe son exportation de fromage vers les USA,1
Eric Zemmour s’exprimera sur la censure dont il fait l’objet demain en direct sur 12 chaînes simultanément,1
Tout savoir sur la « gig economy »,1
Les médecins manipulent les résultats du foot Pour casser le système social,1
Les profs manipulent la gravité pour nous faire rouler à gauche.,1
Gérard Larcher exclu de la cantine du Sénat: il paie bien mais mange trop,1
Guide de l’investisseur sur le marché des changes,1
Laeticia Hallyday a enfin réalisé son rêve d’ado: Prendre le métro,1
Le métro de Toronto a aussi été piraté,1
La moto de la statue pour Johnny a été volée par un fan,1
Présidentielle 2022: Zemmour proposera 52000€ et 1 aller simple en première classe,1
"Marlène Schiappa, « J’aimerais voir plus de dealeuses au nom de la parité H/F »",1
Accord Bart De Wever/ E. Macron: vers un échange de territoire?,1
Anne Hidalgo officialise sa défaite de 2022,1
4ème dose de vaccin: Des effets indésirables terribles « Les gens font caca partout »,1
Le gouvernement Taliban demande que la France respecte l’État de droit,1
Afghanistan: Le gouverneur de la banque centrale amputé d’une main pour avoir dessiner des billets,1
Afghanistan: Commémoration des 19 victimes du 11 septembre 2001,1
Paris: Limitation de vitesse sur les trottoirs pour les piétons,1
Alex le Complotiste n’était en fait qu’un personnage de Mathieu Sommet (Salut les Geeks),1
Les Talibans accueillent les réfugiés de la dictature sanitaire,1
FLASH: JEAN-PAUL BELMONDO EST MORT ! Toujours rien pour David et Laura,1
Kim Jong Un tacle les anti vax et apporte son soutien à E. Macron,1
Afghanistan: il capture un Carapuce dans une mosquée et se fait lapider à coups de smartphones,1
"Découvrez les Tambours des Bronches, votre nouvelle thérapie douce et zen",1
Déjà 8 morts dans la nouvelle édition des Marseillais Vs Le Reste du Monde,1
"Les Antivax seront forcés de creuser les tombes des morts du Covid, annonce Macron",1
Equipes paralympiques afghane: Les Talibans travaillent dur pour produire de nombreux athlètes pour Paris 2024,1
9 idées cadeaux pour elle et lui,1
Marseille : les talibans demande un cessez-le-feu immédiat,1
Féminisme : Le gouvernement propose de dessiner des clitoris à la place des zizis !,1
"Loi Fake News: Pourquoi cette loi est inutile, dangereuse et liberticide. (MAJ 2021)",1
Benjamin Mendy tacle la justice par derrière après les accusation de viol,1
Renaud et Axelle Raid partent libérer Kaboul,1
⚠️ Didier Raoult bientôt chroniqueur sur TPMP⚠️,1
Un réfugié afghan installé en France déclare 97 enfants: 25000€ d’allocations familiales par mois.,1
"Le QI de ces Talibans a été mesuré, il est de 144. Quand on les additionne.",1
Les Gilets Jaunes appellent les talibans a les rejoindre pour faire tomber le président,1
La France envoie sa meilleure appli en Afghanistan pour combattre les talibans,1
Les Experts du Covid sont devenus en 24h des experts de l’Afghanistan grâce au diplôme Facebook,1
Manuel Valls candidat à la présidence de l’Afghanistan,1
Bernard Henri Levy affirme avoir abattu un avion taliban « en hypnotisant le pilote ».,1
🇦🇫 BHL a décidé de partir seul sauver les Afghans. Nouveau drame pour le pays,1
Le selfie et son succès : un phénomène à aspect narcissique,1
Alerte menace Provax France,1
Les antivax seront désormais enterrés d’office avec cette pierre tombale,1
"Embauché par la SNCF, Passe-Partout devient Passe-Sanitaire",1
"Le rappeur Joey Starr positif au THC, pris en charge pour une grosse fringale",1
Le pass sanitaire ne suffira pas pour commander une pizza ananas,1
L’adaptation française de The Suicide Squad fait un flop,1
Réforme des retraites : les retraités devront retourner au travail « pour redresser l’économie »,1
PEGASUS: Le Roi du Maroc avoue: « Je collectionne les Dickpics » (PHOTOS 🔞 dans l’article),1
"En Auvergne-Rhône-Alpes, Laurent Wauquiez veut expérimenter la faciale",1
Logiciel espion PEGASUS : le Candy Crush d’Emmanuel Macron piraté !!,1
Des millions de Français se ruent sur Vitemadose pour pouvoir voir Kaamelott : Premier volet,1
Des moustiques OGM pour inoculer le vaccin ARNm,1
Laeticia: elle convainc le fantôme de Johnny de remonter sur scène,1
La sirène civile serait créée à partir de cris de jeunes enfants.,1
Plusieurs girafes impliquées dans un cou monté.,1
Technologie – Le nouveau Samsung S13 serait équipé de 17 capteurs photo,1
Macron va créer des postes d’ « assistantes aux assistants de direction qui appuient les sous-directeurs épaulant les PDG» pour soulager les assistants de...,1
Passe partout a été emporté dans une tornade,1
Scandale culinaire : Il mange une raclette en pleine canicule !,1
Succès mitigé de la journée des droits de la femme en Afghanistan,1
"Accaparé par Facebook, il oublie sa grand-mère qu’il avait mise 5 minutes au frigo pour la rafraichir",1
Le port du voile interdit dans les mariages,1
Le championnat de Diner de Cons a eu lieu aujourd’hui en France,1
Opération coup de filet dans le milieu hippique: saisie record de cornes de licorne,1
Liège va être mise dans du riz,1
Facebook va bloquer les comptes des utilisateurs non vaccinés,1
"Le parti Abstentionniste présente son président Xavier Dupont de Ligonnès, élu à l’unanimité",1
Le seum des pro-Raoult antivaccins pourrait remplacer le réacteur de Fessenheim,1
Le véritable Didier Raoult arrêté à l’aéroport de Glasgow,1
"😱😱😱 Ca y est, Raoult a enfin accepté le chèque de Bill Pharma 😱😱😱😱",1
Les éditions Tapin Michèle éditeront le prochain Zemmour,1
Jardin : des styles variés pour relooker sa terrasse,1
Captures d’écran du Twitter de Sophie Tissier.,1
Un nuage de Seum arrive sur la Belgique depuis la France,1
L’achat d’un banc d’extérieur ajoutera la touche finale à votre projet,1
"EURO 2020 : Finalement, la France est en car.",1
Hugo Loris: « On avait la possession »,1
ALERTE : Le seum se dira désormais 🇲🇫,1
La vraie équipe de France est à Budapest et non Bucarest,1
Le monte-escalier : la solution idéale !,1
Les choses à considérer avant d’acheter votre première crypto-monnaie,1
L’Italien Opi-Omi remporte l’étape du jour du Tour de France,1
Bernard Henri Lévy à nouveau élu plus gros connard de l’univers,1
Des fans inconsolables de Daft Punk saccagent une rave party,1
Abstention: 14 français tirés au sort pour devenir présidents de région,1
Les 6 étapes pour la création d’un site e-commerce,1
"Mélenchon sur les Régionales « Il n’y a pas eu d’attentat avant l’élection, comme par hasard »",1
Marine Le Pen présente une machine à reboucher les bouteilles de champagne.,1
Folie Meutrière de Jürgen Conings: Bilan: 1 mort,1
Quelles sont les meilleures huiles de CBD pour vapoteuses ?,1
Bill Gates relâche des moustiques génétiquement modifiés pour transmettre le vaccin aux plus récalcitrants,1
Un melon de 40 tonnes retrouvé lors des perquisitions à l’IHU de Marseille,1
2 joueurs vaccinés aimantés l’un à l’autre en plein euro ! (Vidéo),1
"Si les nanopuces des vaccins ARN sont aimantées, c’est pour guider les tirs laser des LBD",1
"C’est pas l’homme qui prend la main, c’est la main qui prend l’homme tart’atain",1
(Vraie info) Civitas distribue ce tract complotiste en Wallonie,1
"Voici l’histoire de Igor Chakaboudinov, qui avait giflé Poutine en 2007",1
Meilleures applications pour le trading de crypto-monnaie | Avis d’expert,1
"Résumé du complot du moment… Attention, votre cerveau peut brûler en lisant ça ⚠️",1
